38|01|04|2014|Administration of Justice|00||||||||||2014|Administration of Justice||Header|Major-Head||||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|||||||2014-00-116-1-00|Karnataka Administrative Tribunal||Header|Minor-Head||||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal||||||2014-00-116-1-00|||Header|Sub-Head||||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00|||||2014-00-116-1-00|||Header|Detailed-Head||||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||001|Consolidated Salaries|2014-00-116-1-00|Consolidated Salaries||Data|Object-Head|278.37|417.00|417.00|447.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||002|Basic Pay|2014-00-116-1-00|Basic Pay||Data|Object-Head|305.18|1495.00|1495.00|1511.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||003|Basic Pay-Staff|2014-00-116-1-00|Basic Pay-Staff||Data|Object-Head|900.70|||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||004|Interim Relief|2014-00-116-1-00|Interim Relief||Data|Object-Head|94.77|||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||011|Dearness Allowance|2014-00-116-1-00|Dearness Allowance||Data|Object-Head|325.49|339.00|339.00|390.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||014|Other Allowance|2014-00-116-1-00|Other Allowance||Data|Object-Head|285.34|328.00|328.00|318.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||015|Subsidiary Expenses|2014-00-116-1-00|Subsidiary Expenses||Data|Object-Head|6.68|20.00|20.00|10.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||020|Medical Allowance|2014-00-116-1-00|Medical Allowance||Data|Object-Head|10.14|||
