53|01|04|2070|Other Administrative Services|00|||||||||||2070 - Other Administrative Services||Header|Major-Head||||
53|01|04|2070|Other Administrative Services|00||003|Training|1|Training to IAS Officers|01|Training to IAS Officers|||2070-00-003-1-01|Training to IAS Officers||Header|Detailed-Head||||
53|01|04|2070|Other Administrative Services|00||003|Training|1|Training to IAS Officers|01|Training to IAS Officers|015|Subsidiary Expenses|2070-00-003-1-01|Subsidiary Expenses||Data|Object-Head|41.33|200.00|200.00|200.00
53|01|04|2070|Other Administrative Services|00||003|Training|1|Training to IAS Officers|01|Training to IAS Officers|||||HOA Total :||Total|Detailed-Head|41.33|200.00|200.00|200.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|||2070-00-003-3-01|Administrative Training Institute, Mysore||Header|Detailed-Head||||
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|002|Basic Pay|2070-00-003-3-01|Basic Pay||Data|Object-Head|146.01|307.00|307.00|260.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|003|Basic Pay-Staff|2070-00-003-3-01|Basic Pay-Staff||Data|Object-Head|133.13||||
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|004|Interim Relief|2070-00-003-3-01|Interim Relief||Data|Object-Head|19.38||||
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|011|Dearness Allowance|2070-00-003-3-01|Dearness Allowance||Data|Object-Head|72.80|74.00|74.00|65.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|014|Other Allowance|2070-00-003-3-01|Other Allowance||Data|Object-Head|54.08|59.00|59.00|47.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|015|Subsidiary Expenses|2070-00-003-3-01|Subsidiary Expenses||Data|Object-Head|36.62|50.00|50.00|50.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|020|Medical Allowance|2070-00-003-3-01|Medical Allowance||Data|Object-Head|1.37||||
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|021|Reimbursement of Medical Expenses|2070-00-003-3-01|Reimbursement of Medical Expenses||Data|Object-Head|1.33|15.00|15.00|15.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|034|Contract/Outsource|2070-00-003-3-01|Contract/Outsource||Data|Object-Head|137.88|104.31|104.31|152.43
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|037|Payment on Service Contract|2070-00-003-3-01|Payment on Service Contract||Data|Object-Head||400.00|400.00|450.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|041|Travel Expenses|2070-00-003-3-01|Travel Expenses||Data|Object-Head|1.15|2.00|2.00|2.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|050|Office Expenses|2070-00-003-3-01|Office Expenses||Data|Object-Head|12.99|22.00|22.00|42.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|051|General Expenses|2070-00-003-3-01|General Expenses||Data|Object-Head|488.71|40.00|40.00|20.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|052|Telephone Charges|2070-00-003-3-01|Telephone Charges||Data|Object-Head|1.50||||
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|071|Building Expenses|2070-00-003-3-01|Building Expenses||Data|Object-Head|80.00|50.00|50.00|75.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|180|Machinery and Equipments|2070-00-003-3-01|Machinery and Equipments||Data|Object-Head|0.53||||
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|182|Repairs and Carriages|2070-00-003-3-01|Repairs and Carriages||Data|Object-Head||1.00|1.00|
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|195|Transport Expenses|2070-00-003-3-01|Transport Expenses||Data|Object-Head|14.11|20.00|20.00|40.34
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|200|Maintenance Expenditure|2070-00-003-3-01|Maintenance Expenditure||Data|Object-Head|52.24|20.00|20.00|25.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|221|Materials and Supplies|2070-00-003-3-01|Materials and Supplies||Data|Object-Head||4.00|4.00|4.00
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|222|Drugs and Chemicals|2070-00-003-3-01|Drugs and Chemicals||Data|Object-Head|0.10||||
53|01|04|2070|Other Administrative Services|00||003|Training|3|Administrative Training Institute, Mysore|01|Administrative Training Institute, Mysore|||||HOA Total :||Total|Detailed-Head|1253.93|1168.31|1168.31|1247.77
