218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||36|2015-16 - 8.67% KSDL 2026(DOM:24-02-2026)|||6003-00-101-3-36|2015-16 - 8.67% KSDL 2026(DOM:24-02-2026)|C|Header|Detailed-Head||||
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||36|2015-16 - 8.67% KSDL 2026(DOM:24-02-2026)|240|Repayment of Borrowings|6003-00-101-3-36|Repayment of Borrowings|C|Data|Object-Head||200000.00|200000.00|
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||36|2015-16 - 8.67% KSDL 2026(DOM:24-02-2026)|||6003-00-101-3-36|HOA Total :|C|Total|Detailed-Head|0.00|200000.00|200000.00|0.00
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||37|2018-19 - 8.28% KSDL 2026(DOM:06-03-2026)|||6003-00-101-3-37|2018-19 - 8.28% KSDL 2026(DOM:06-03-2026)|C|Header|Detailed-Head||||
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||37|2018-19 - 8.28% KSDL 2026(DOM:06-03-2026)|240|Repayment of Borrowings|6003-00-101-3-37|Repayment of Borrowings|C|Data|Object-Head||200000.00|200000.00|
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||37|2018-19 - 8.28% KSDL 2026(DOM:06-03-2026)|||6003-00-101-3-37|HOA Total :|C|Total|Detailed-Head|0.00|200000.00|200000.00|0.00
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||38|2016-17 - 7.14% KSDL 2026(DOM:13-10-2026)|||6003-00-101-3-38|2016-17 - 7.14% KSDL 2026(DOM:13-10-2026)|C|Header|Detailed-Head||||
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||38|2016-17 - 7.14% KSDL 2026(DOM:13-10-2026)|240|Repayment of Borrowings|6003-00-101-3-38|Repayment of Borrowings|C|Data|Object-Head||||200000.00
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||38|2016-17 - 7.14% KSDL 2026(DOM:13-10-2026)|||6003-00-101-3-38|HOA Total :|C|Total|Detailed-Head|0.00|0.00|0.00|200000.00
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||39|2016-17 - 7.22% KSDL 2026(DOM:26-10-2026)|||6003-00-101-3-39|2016-17 - 7.22% KSDL 2026(DOM:26-10-2026)|C|Header|Detailed-Head||||
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||39|2016-17 - 7.22% KSDL 2026(DOM:26-10-2026)|240|Repayment of Borrowings|6003-00-101-3-39|Repayment of Borrowings|C|Data|Object-Head||||200000.00
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||39|2016-17 - 7.22% KSDL 2026(DOM:26-10-2026)|||6003-00-101-3-39|HOA Total :|C|Total|Detailed-Head|0.00|0.00|0.00|200000.00
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||40|2016-17 - 7.37% KSDL 2026(DOM:09-11-2026)|||6003-00-101-3-40|2016-17 - 7.37% KSDL 2026(DOM:09-11-2026)|C|Header|Detailed-Head||||
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||40|2016-17 - 7.37% KSDL 2026(DOM:09-11-2026)|240|Repayment of Borrowings|6003-00-101-3-40|Repayment of Borrowings|C|Data|Object-Head||||200000.00
218|01|29|6003|Internal Debt of the State Government|00||101|Market Loans|3||40|2016-17 - 7.37% KSDL 2026(DOM:09-11-2026)|||6003-00-101-3-40|HOA Total :|C|Total|Detailed-Head|0.00|0.00|0.00|200000.00
