134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|||2011-02-103-1-01|Legislative Assembly Secretariat||Header|Detailed-Head||||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|002|Basic Pay|2011-02-103-1-01|Basic Pay||Data|Object-Head|1242.15|5269.00|5269.00|5332.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|003|Basic Pay-Staff|2011-02-103-1-01|Basic Pay-Staff||Data|Object-Head|3086.90|||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|004|Interim Relief|2011-02-103-1-01|Interim Relief||Data|Object-Head|281.69|||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|011|Dearness Allowance|2011-02-103-1-01|Dearness Allowance||Data|Object-Head|1044.83|1159.00|1159.00|1333.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|014|Other Allowance|2011-02-103-1-01|Other Allowance||Data|Object-Head|1236.08|1574.00|1574.00|1581.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|015|Subsidiary Expenses|2011-02-103-1-01|Subsidiary Expenses||Data|Object-Head|137.53|200.00|200.00|220.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|020|Medical Allowance|2011-02-103-1-01|Medical Allowance||Data|Object-Head|30.44|||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|021|Reimbursement of Medical Expenses|2011-02-103-1-01|Reimbursement of Medical Expenses||Data|Object-Head|82.65|59.00|59.00|58.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|034|Contract/Outsource|2011-02-103-1-01|Contract/Outsource||Data|Object-Head|171.98|184.28|291.83|268.15
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|035|Salary of Board/Corp.Staff working in State Government|2011-02-103-1-01|Salary of Board/Corp.Staff working in State Government||Data|Object-Head||30.66|56.98|56.50
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|041|Travel Expenses|2011-02-103-1-01|Travel Expenses||Data|Object-Head|78.40|50.00|50.00|60.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|050|Office Expenses|2011-02-103-1-01|Office Expenses||Data|Object-Head|36.81|125.00|125.00|125.00
