177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|95|2021-22 - 6.96% KSDL 2031 (DOM :22-12-2031)|||2049-01-101-4-95|2021-22 - 6.96% KSDL 2031 (DOM :22-12-2031)|C|Header|Detailed-Head||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|95|2021-22 - 6.96% KSDL 2031 (DOM :22-12-2031)|240|Repayment of Borrowings|2049-01-101-4-95|Repayment of Borrowings|C|Data|Object-Head|6960.00||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|95|2021-22 - 6.96% KSDL 2031 (DOM :22-12-2031)|241|Interest Payments|2049-01-101-4-95|Interest Payments|C|Data|Object-Head||6960.00|6960.00|6960.00
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|95|2021-22 - 6.96% KSDL 2031 (DOM :22-12-2031)|||2049-01-101-4-95|HOA Total :|C|Total|Detailed-Head|6960.00|6960.00|6960.00|6960.00
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|96|2021-22 - 7.02% KSDL 2033 (DOM :22-12-2033)|||2049-01-101-4-96|2021-22 - 7.02% KSDL 2033 (DOM :22-12-2033)|C|Header|Detailed-Head||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|96|2021-22 - 7.02% KSDL 2033 (DOM :22-12-2033)|240|Repayment of Borrowings|2049-01-101-4-96|Repayment of Borrowings|C|Data|Object-Head|7020.00||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|96|2021-22 - 7.02% KSDL 2033 (DOM :22-12-2033)|241|Interest Payments|2049-01-101-4-96|Interest Payments|C|Data|Object-Head||7020.00|7020.00|7020.00
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|96|2021-22 - 7.02% KSDL 2033 (DOM :22-12-2033)|||2049-01-101-4-96|HOA Total :|C|Total|Detailed-Head|7020.00|7020.00|7020.00|7020.00
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|97|2021-22 - 7.02% KSDL 2031 (DOM :29-12-2031)|||2049-01-101-4-97|2021-22 - 7.02% KSDL 2031 (DOM :29-12-2031)|C|Header|Detailed-Head||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|97|2021-22 - 7.02% KSDL 2031 (DOM :29-12-2031)|240|Repayment of Borrowings|2049-01-101-4-97|Repayment of Borrowings|C|Data|Object-Head|14040.00||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|97|2021-22 - 7.02% KSDL 2031 (DOM :29-12-2031)|241|Interest Payments|2049-01-101-4-97|Interest Payments|C|Data|Object-Head||14040.00|14040.00|14040.00
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|97|2021-22 - 7.02% KSDL 2031 (DOM :29-12-2031)|||2049-01-101-4-97|HOA Total :|C|Total|Detailed-Head|14040.00|14040.00|14040.00|14040.00
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|98|2021-22 - 7.12% KSDL 2034 (DOM :29-12-2034)|||2049-01-101-4-98|2021-22 - 7.12% KSDL 2034 (DOM :29-12-2034)|C|Header|Detailed-Head||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|98|2021-22 - 7.12% KSDL 2034 (DOM :29-12-2034)|240|Repayment of Borrowings|2049-01-101-4-98|Repayment of Borrowings|C|Data|Object-Head|14240.00||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|98|2021-22 - 7.12% KSDL 2034 (DOM :29-12-2034)|241|Interest Payments|2049-01-101-4-98|Interest Payments|C|Data|Object-Head||14240.00|14240.00|14240.00
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|98|2021-22 - 7.12% KSDL 2034 (DOM :29-12-2034)|||2049-01-101-4-98|HOA Total :|C|Total|Detailed-Head|14240.00|14240.00|14240.00|14240.00
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|99|2021-22 - 7.10% KSDL 2032 (DOM :05-01-2032)|||2049-01-101-4-99|2021-22 - 7.10% KSDL 2032 (DOM :05-01-2032)|C|Header|Detailed-Head||||
177|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|99|2021-22 - 7.10% KSDL 2032 (DOM :05-01-2032)|240|Repayment of Borrowings|2049-01-101-4-99|Repayment of Borrowings|C|Data|Object-Head|14200.00||||
