Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||01|CSS-Central Share - National Mission on Edible Oils- Oilseeds (NMEO-OS)|423|Tribal Sub Plan|2401-00-114-0-01|Tribal Sub Plan|V|Data|Object-Head|87.02|113.00|144.55|322.75
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||01|CSS-Central Share - National Mission on Edible Oils- Oilseeds (NMEO-OS)|||2401-00-114-0-01|HOA Total :|V|Total|Detailed-Head|1279.07|1626.00|2079.87|4644.00
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||06|CSS-State Share - National Mission on Edible Oils- Oilseeds (NMEO-OS)|||2401-00-114-0-06|CSS-State Share - National Mission on Edible Oils- Oilseeds (NMEO-OS)|V|Header|Detailed-Head||||
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||06|CSS-State Share - National Mission on Edible Oils- Oilseeds (NMEO-OS)|106|Subsidies|2401-00-114-0-06|Subsidies|V|Data|Object-Head|651.09|822.76|1052.41|2349.87
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||06|CSS-State Share - National Mission on Edible Oils- Oilseeds (NMEO-OS)|422|Schedule Caste Sub Plan|2401-00-114-0-06|Schedule Caste Sub Plan|V|Data|Object-Head|143.61|185.90|237.80|530.96
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||06|CSS-State Share - National Mission on Edible Oils- Oilseeds (NMEO-OS)|423|Tribal Sub Plan|2401-00-114-0-06|Tribal Sub Plan|V|Data|Object-Head|58.01|75.34|96.37|215.17
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||06|CSS-State Share - National Mission on Edible Oils- Oilseeds (NMEO-OS)|||2401-00-114-0-06|HOA Total :|V|Total|Detailed-Head|852.71|1084.00|1386.58|3096.00
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||07|CSS-Central Share - National Mission on Edible Oils- Oilseeds- Purchase of Breeder Seeds (NMEO-OS)|||2401-00-114-0-07|CSS-Central Share - National Mission on Edible Oils- Oilseeds- Purchase of Breeder Seeds (NMEO-OS)|V|Header|Detailed-Head||||
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||07|CSS-Central Share - National Mission on Edible Oils- Oilseeds- Purchase of Breeder Seeds (NMEO-OS)|106|Subsidies|2401-00-114-0-07|Subsidies|V|Data|Object-Head|174.81|190.00|301.91|152.00
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||07|CSS-Central Share - National Mission on Edible Oils- Oilseeds- Purchase of Breeder Seeds (NMEO-OS)|422|Schedule Caste Sub Plan|2401-00-114-0-07|Schedule Caste Sub Plan|V|Data|Object-Head||43.00|43.00|34.40
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||07|CSS-Central Share - National Mission on Edible Oils- Oilseeds- Purchase of Breeder Seeds (NMEO-OS)|423|Tribal Sub Plan|2401-00-114-0-07|Tribal Sub Plan|V|Data|Object-Head||17.00|17.00|13.60
13|03|01|2401|Crop Husbandry|00||114|National Mission on Edible Oils- Oilseeds (NMEO-OS)|0||07|CSS-Central Share - National Mission on Edible Oils- Oilseeds- Purchase of Breeder Seeds (NMEO-OS)|||2401-00-114-0-07|HOA Total :|V|Total|Detailed-Head|174.81|250.00|361.91|200.00
13|03|01|2401|Crop Husbandry|00||195|Assistance to FPOs|0||01|Supporting Farmer Producer Organisations(FPOs)|||2401-00-195-0-01|Supporting Farmer Producer Organisations(FPOs)|V|Header|Detailed-Head||||
13|03|01|2401|Crop Husbandry|00||195|Assistance to FPOs|0||01|Supporting Farmer Producer Organisations(FPOs)|051|General Expenses|2401-00-195-0-01|General Expenses|V|Data|Object-Head|24.97|10.00|10.00|
13|03|01|2401|Crop Husbandry|00||195|Assistance to FPOs|0||01|Supporting Farmer Producer Organisations(FPOs)|103|Grants-in-Aid -General|2401-00-195-0-01|Grants-in-Aid -General|V|Data|Object-Head|2169.09|1990.00|1990.00|
13|03|01|2401|Crop Husbandry|00||195|Assistance to FPOs|0||01|Supporting Farmer Producer Organisations(FPOs)|||2401-00-195-0-01|HOA Total :|V|Total|Detailed-Head|2194.06|2000.00|2000.00|0.00
13|03|01|2401|Crop Husbandry|00||196|Assistance to Zilla Panchayats|1||01|Grants to District Agriculture Development Establishments|||2401-00-196-1-01|Grants to District Agriculture Development Establishments|V|Header|Detailed-Head||||
13|03|01|2401|Crop Husbandry|00||196|Assistance to Zilla Panchayats|1||01|Grants to District Agriculture Development Establishments|300|Lumpsum - ZP|2401-00-196-1-01|Lumpsum - ZP|V|Data|Object-Head||||200.00
13|03|01|2401|Crop Husbandry|00||196|Assistance to Zilla Panchayats|1||01|Grants to District Agriculture Development Establishments|401|Bengaluru (Urban)|2401-00-196-1-01|Bengaluru (Urban)|V|Data|Object-Head|293.91|271.30|271.30|247.67
13|03|01|2401|Crop Husbandry|00||196|Assistance to Zilla Panchayats|1||01|Grants to District Agriculture Development Establishments|402|Bengaluru (Rural)|2401-00-196-1-01|Bengaluru (Rural)|V|Data|Object-Head|238.50|271.73|271.73|286.45
