Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||03|Afforestation on Forest Areas|139|Major Works|4406-01-101-0-03|Major Works|V|Data|Object-Head|16198.29|16200.00|16200.00|
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||03|Afforestation on Forest Areas|||4406-01-101-0-03|HOA Total :|V|Total|Detailed-Head|16198.29|16200.00|16200.00|16200.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||04|Afforestation in Non-Forest Areas|||4406-01-101-0-04|Afforestation in Non-Forest Areas|V|Header|Detailed-Head||||
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||04|Afforestation in Non-Forest Areas|132|Other Capital Expenses|4406-01-101-0-04|Other Capital Expenses|V|Data|Object-Head||||6500.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||04|Afforestation in Non-Forest Areas|139|Major Works|4406-01-101-0-04|Major Works|V|Data|Object-Head|6496.56|6500.00|6500.00|
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||04|Afforestation in Non-Forest Areas|||4406-01-101-0-04|HOA Total :|V|Total|Detailed-Head|6496.56|6500.00|6500.00|6500.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||05|Tree Park Program|||4406-01-101-0-05|Tree Park Program|V|Header|Detailed-Head||||
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||05|Tree Park Program|132|Other Capital Expenses|4406-01-101-0-05|Other Capital Expenses|V|Data|Object-Head||||2000.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||05|Tree Park Program|139|Major Works|4406-01-101-0-05|Major Works|V|Data|Object-Head|1999.94|2000.00|2000.00|
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||101||0||05|Tree Park Program|||4406-01-101-0-05|HOA Total :|V|Total|Detailed-Head|1999.94|2000.00|2000.00|2000.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||902||0||01|Deduct-Amount Met from Forest Development Fund.|||4406-01-902-0-01|Deduct-Amount Met from Forest Development Fund.|V|Header|Detailed-Head||||
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||902||0||01|Deduct-Amount Met from Forest Development Fund.|261|Inter Account Transfers|4406-01-902-0-01|Inter Account Transfers|V|Data|Object-Head|-30000.00|-20000.00|-20000.00|-22000.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|01||902||0||01|Deduct-Amount Met from Forest Development Fund.|||4406-01-902-0-01|HOA Total :|V|Total|Detailed-Head|-30000.00|-20000.00|-20000.00|-22000.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|02||110||0||01|CSS-Central Share-Integrated Development of Wild Life Habitats|||4406-02-110-0-01|CSS-Central Share-Integrated Development of Wild Life Habitats|V|Header|Detailed-Head||||
95|03|08|4406|Capital Outlay on Forestry & Wild Life|02||110||0||01|CSS-Central Share-Integrated Development of Wild Life Habitats|132|Other Capital Expenses|4406-02-110-0-01|Other Capital Expenses|V|Data|Object-Head||||1100.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|02||110||0||01|CSS-Central Share-Integrated Development of Wild Life Habitats|139|Major Works|4406-02-110-0-01|Major Works|V|Data|Object-Head||1100.00|1100.00|
95|03|08|4406|Capital Outlay on Forestry & Wild Life|02||110||0||01|CSS-Central Share-Integrated Development of Wild Life Habitats|422|Schedule Caste Sub Plan|4406-02-110-0-01|Schedule Caste Sub Plan|V|Data|Object-Head||229.00|229.00|229.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|02||110||0||01|CSS-Central Share-Integrated Development of Wild Life Habitats|423|Tribal Sub Plan|4406-02-110-0-01|Tribal Sub Plan|V|Data|Object-Head||229.00|229.00|229.00
95|03|08|4406|Capital Outlay on Forestry & Wild Life|02||110||0||01|CSS-Central Share-Integrated Development of Wild Life Habitats|||4406-02-110-0-01|HOA Total :|V|Total|Detailed-Head|0.00|1558.00|1558.00|1558.00
