Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
80|3|08|2406|Forestry and Wild Life|01||||||||||2406|Forestry and Wild Life||Header|Major-Head||||
80|3|08|2406|Forestry and Wild Life|01||001||||||||2406-01-001|Minor Head 001||Header|Minor-Head||||
80|3|08|2406|Forestry and Wild Life|01||001||1||||||2406-01-001-1|Sub-Head 1||Header|Sub-Head||||
80|3|08|2406|Forestry and Wild Life|01||001||1||06|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|||2406-01-001-1-06|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|V|Header|Detailed-Head||||
80|3|08|2406|Forestry and Wild Life|01||001||1||06|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|422|Schedule Caste Sub Plan|2406-01-001-1-06|Schedule Caste Sub Plan|V|Data|Object-Head|0.01|0.06|0.06|0.02
80|3|08|2406|Forestry and Wild Life|01||001||1||06|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|423|Tribal Sub Plan|2406-01-001-1-06|Tribal Sub Plan|V|Data|Object-Head|0.01|0.05|0.05|0.02
80|3|08|2406|Forestry and Wild Life|01||001||1||06|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|||2406-01-001-1-06|ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|0.02|0.11|0.11|0.04
80|3|08|2406|Forestry and Wild Life|01||001||1||50|Vacant Post Provision|||2406-01-001-1-50|Vacant Post Provision|V|Header|Detailed-Head||||
80|3|08|2406|Forestry and Wild Life|01||001||1||50|Vacant Post Provision|014|Other Allowance|2406-01-001-1-50|Other Allowance|V|Data|Object-Head||18883.67|18202.12|23204.67
80|3|08|2406|Forestry and Wild Life|01||001||1||50|Vacant Post Provision|||2406-01-001-1-50|ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|0.00|18883.67|18202.12|23204.67
80|3|08|2406|Forestry and Wild Life|01||001||2||||||2406-01-001-2|Sub-Head 2||Header|Sub-Head||||
80|3|08|2406|Forestry and Wild Life|01||001||2||01|Forest Department Establishment and Administrative Expenditure|||2406-01-001-2-01|Forest Department Establishment and Administrative Expenditure|V|Header|Detailed-Head||||
80|3|08|2406|Forestry and Wild Life|01||001||2||01|Forest Department Establishment and Administrative Expenditure|002|Basic Pay|2406-01-001-2-01|Basic Pay|V|Data|Object-Head|7089.60|50774.00|50774.00|52128.00
