Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
8|03|01|2401|Crop Husbandry|00||103||0||28|CSS-State Share-NFSNM-Seed Components-Assistance for Maintenance of Breeder Seeds|||2401-00-103-0-28|CSS-State Share-NFSNM-Seed Components-Assistance for Maintenance of Breeder Seeds|V|Header|Detailed-Head||||
8|03|01|2401|Crop Husbandry|00||103||0||28|CSS-State Share-NFSNM-Seed Components-Assistance for Maintenance of Breeder Seeds|106|Subsidies|2401-00-103-0-28|Subsidies|V|Data|Object-Head||1.00|1.00|
8|03|01|2401|Crop Husbandry|00||103||0||28|CSS-State Share-NFSNM-Seed Components-Assistance for Maintenance of Breeder Seeds||||HOA Total :|V|Total|Detailed-Head|0.00|1.00|1.00|0.00
8|03|01|2401|Crop Husbandry|00||104||0||12|Organic Farming and Millets Programmes|||2401-00-104-0-12|Organic Farming and Millets Programmes|V|Header|Detailed-Head||||
8|03|01|2401|Crop Husbandry|00||104||0||12|Organic Farming and Millets Programmes|051|General Expenses|2401-00-104-0-12|General Expenses|V|Data|Object-Head||100.00|100.00|
8|03|01|2401|Crop Husbandry|00||104||0||12|Organic Farming and Millets Programmes|059|Other Expenses|2401-00-104-0-12|Other Expenses|V|Data|Object-Head|149.89|150.00|150.00|
8|03|01|2401|Crop Husbandry|00||104||0||12|Organic Farming and Millets Programmes|106|Subsidies|2401-00-104-0-12|Subsidies|V|Data|Object-Head|1816.05|609.00|609.00|
8|03|01|2401|Crop Husbandry|00||104||0||12|Organic Farming and Millets Programmes|422|Schedule Caste Sub Plan|2401-00-104-0-12|Schedule Caste Sub Plan|V|Data|Object-Head|377.08|171.50|171.50|
8|03|01|2401|Crop Husbandry|00||104||0||12|Organic Farming and Millets Programmes|423|Tribal Sub Plan|2401-00-104-0-12|Tribal Sub Plan|V|Data|Object-Head|153.19|69.50|69.50|
8|03|01|2401|Crop Husbandry|00||104||0||12|Organic Farming and Millets Programmes||||HOA Total :|V|Total|Detailed-Head|2496.21|1100.00|1100.00|0.00
8|03|01|2401|Crop Husbandry|00||108||1||15|State Additional Topup for CSS PMKSY (Agriculture)|||2401-00-108-1-15|State Additional Topup for CSS PMKSY (Agriculture)|V|Header|Detailed-Head||||
8|03|01|2401|Crop Husbandry|00||108||1||15|State Additional Topup for CSS PMKSY (Agriculture)|106|Subsidies|2401-00-108-1-15|Subsidies|V|Data|Object-Head|16759.89|9108.00|9108.00|12903.00
8|03|01|2401|Crop Husbandry|00||108||1||15|State Additional Topup for CSS PMKSY (Agriculture)|422|Schedule Caste Sub Plan|2401-00-108-1-15|Schedule Caste Sub Plan|V|Data|Object-Head|1559.96|2058.00|2058.00|2916.00
8|03|01|2401|Crop Husbandry|00||108||1||15|State Additional Topup for CSS PMKSY (Agriculture)|423|Tribal Sub Plan|2401-00-108-1-15|Tribal Sub Plan|V|Data|Object-Head|1079.83|834.00|834.00|1182.00
8|03|01|2401|Crop Husbandry|00||108||1||15|State Additional Topup for CSS PMKSY (Agriculture)||||HOA Total :|V|Total|Detailed-Head|19399.68|12000.00|12000.00|17001.00
8|03|01|2401|Crop Husbandry|00||108||1||16|CSS-Central Share- Rainfed Area Development (RAD) - RKVY RAFTAAR|||2401-00-108-1-16|CSS-Central Share- Rainfed Area Development (RAD) - RKVY RAFTAAR|V|Header|Detailed-Head||||
8|03|01|2401|Crop Husbandry|00||108||1||16|CSS-Central Share- Rainfed Area Development (RAD) - RKVY RAFTAAR|106|Subsidies|2401-00-108-1-16|Subsidies|V|Data|Object-Head|989.52|3059.57|3059.57|770.00
8|03|01|2401|Crop Husbandry|00||108||1||16|CSS-Central Share- Rainfed Area Development (RAD) - RKVY RAFTAAR|422|Schedule Caste Sub Plan|2401-00-108-1-16|Schedule Caste Sub Plan|V|Data|Object-Head|205.70|239.41|239.41|160.00
