Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|420|Raichur|3475-00-196-1-01|Raichur|V|Data|Object-Head|17.00|20.00|20.00|20.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|421|Yadgiri|3475-00-196-1-01|Yadgiri|V|Data|Object-Head|16.00|20.00|20.00|25.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|451|Davanagere|3475-00-196-1-01|Davanagere|V|Data|Object-Head|2.00|2.00|2.00|5.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|452|Bengaluru South|3475-00-196-1-01|Bengaluru South|V|Data|Object-Head|26.00|30.00|30.00|35.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|453|Chikkaballapura|3475-00-196-1-01|Chikkaballapura|V|Data|Object-Head|22.00|22.00|22.00|25.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|456|Chamarajanagar|3475-00-196-1-01|Chamarajanagar|V|Data|Object-Head|21.00|22.00|22.00|22.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|461|Bagalkot|3475-00-196-1-01|Bagalkot|V|Data|Object-Head|16.00|18.00|18.00|18.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|462|Gadag|3475-00-196-1-01|Gadag|V|Data|Object-Head|26.00|26.00|26.00|26.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|463|Haveri|3475-00-196-1-01|Haveri|V|Data|Object-Head|7.00|7.00|7.00|7.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|466|Koppal|3475-00-196-1-01|Koppal|V|Data|Object-Head|17.00|17.00|17.00|17.00
110|03|09|3475|Other General Economic Services|00||196||1||01|Rural Market Infrastructure Scheme|||3475-00-196-1-01|HOA Total :|V|Total|Detailed-Head|434.50|462.50|462.50|491.50
110|03|09|3475|Other General Economic Services|00||911||0||00|Deduct Recoveries of Over Payment|||3475-00-911-0-00|Deduct Recoveries of Over Payment|V|Header|Detailed-Head||||
110|03|09|3475|Other General Economic Services|00||911||0||00|Deduct Recoveries of Over Payment|364|Deduct - Recoveries|3475-00-911-0-00|Deduct - Recoveries|V|Data|Object-Head|-0.22|||
110|03|09|3475|Other General Economic Services|00||911||0||00|Deduct Recoveries of Over Payment|||3475-00-911-0-00|HOA Total :|V|Total|Detailed-Head|-0.22|0.00|0.00|0.00
110|03|09|3475|Other General Economic Services|00||911||0||01|Deduct-Recovery of Overpayments|||3475-00-911-0-01|Deduct-Recovery of Overpayments|V|Header|Detailed-Head||||
110|03|09|3475|Other General Economic Services|00||911||0||01|Deduct-Recovery of Overpayments|364|Deduct - Recoveries|3475-00-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-0.43|||
110|03|09|3475|Other General Economic Services|00||911||0||01|Deduct-Recovery of Overpayments|||3475-00-911-0-01|HOA Total :|V|Total|Detailed-Head|-0.43|0.00|0.00|0.00
110|03|09|3475|Other General Economic Services|00||911||0||02|Deduct-Recovery of Overpayments|||3475-00-911-0-02|Deduct-Recovery of Overpayments|V|Header|Detailed-Head||||
110|03|09|3475|Other General Economic Services|00||911||0||02|Deduct-Recovery of Overpayments|364|Deduct - Recoveries|3475-00-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-0.16|||
110|03|09|3475|Other General Economic Services|00||911||0||02|Deduct-Recovery of Overpayments|||3475-00-911-0-02|HOA Total :|V|Total|Detailed-Head|-0.16|0.00|0.00|0.00
