Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
96|1|05|4055|Capital Outlay on Police|00||211|Police Housing|0||04|Special Capital Assistance to Police Housing|||4055-00-211-0-04|Special Capital Assistance to Police Housing||Header|Detailed-Head||||
96|1|05|4055|Capital Outlay on Police|00||211|Police Housing|0||04|Special Capital Assistance to Police Housing|386|Purchase/Construction of Buildings|4055-00-211-0-04|Purchase/Construction of Buildings||Data|Object-Head||10000.00|10000.00|
96|1|05|4055|Capital Outlay on Police|00||211|Police Housing|0||04|Special Capital Assistance to Police Housing|||||HOA Total :|Total|Detailed-Head|0.00|10000.00|10000.00|0.00
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||01|CSS-Central Share-Modernisation of Police Force|||4055-00-218-0-01|CSS-Central Share-Modernisation of Police Force||Header|Detailed-Head||||
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||01|CSS-Central Share-Modernisation of Police Force|180|Machinery and Equipments|4055-00-218-0-01|Machinery and Equipments||Data|Object-Head||||1200.00
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||01|CSS-Central Share-Modernisation of Police Force|||||HOA Total :|Total|Detailed-Head|0.00|0.00|0.00|1200.00
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||02|CSS-State Share-Modernisation of Police Force|||4055-00-218-0-02|CSS-State Share-Modernisation of Police Force||Header|Detailed-Head||||
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||02|CSS-State Share-Modernisation of Police Force|180|Machinery and Equipments|4055-00-218-0-02|Machinery and Equipments||Data|Object-Head||||800.00
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||02|CSS-State Share-Modernisation of Police Force|||||HOA Total :|Total|Detailed-Head|0.00|0.00|0.00|800.00
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||03|CSS-Central Share-Modernisation of Prisons(100% GoI)|||4055-00-218-0-03|CSS-Central Share-Modernisation of Prisons(100% GoI)||Header|Detailed-Head||||
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||03|CSS-Central Share-Modernisation of Prisons(100% GoI)|180|Machinery and Equipments|4055-00-218-0-03|Machinery and Equipments||Data|Object-Head||||1000.00
96|1|05|4055|Capital Outlay on Police|00||218|Modernisation of Police Force|0||03|CSS-Central Share-Modernisation of Prisons(100% GoI)|||||HOA Total :|Total|Detailed-Head|0.00|0.00|0.00|1000.00
96|1|05|4055|Capital Outlay on Police|00||902|Deduct-Amount Met from Karnataka State Road Safety Fund|0||01|Deduct-Amount Met from Karnataka State Road Safety Fund|||4055-00-902-0-01|Deduct-Amount Met from Karnataka State Road Safety Fund||Header|Detailed-Head||||
96|1|05|4055|Capital Outlay on Police|00||902|Deduct-Amount Met from Karnataka State Road Safety Fund|0||01|Deduct-Amount Met from Karnataka State Road Safety Fund|261|Inter Account Transfers|4055-00-902-0-01|Inter Account Transfers||Data|Object-Head||-9000.00|-9000.00|-9000.00
96|1|05|4055|Capital Outlay on Police|00||902|Deduct-Amount Met from Karnataka State Road Safety Fund|0||01|Deduct-Amount Met from Karnataka State Road Safety Fund|||||HOA Total :|Total|Detailed-Head|0.00|-9000.00|-9000.00|-9000.00
96|1|05|4055|Capital Outlay on Police|00||||||||||4055-00|4055 - Total :||Total|Major-Head|31623.61|45018.00|47117.57|45300.00
