Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|09|2020-21 - 7.80% KSDL 2030 (DOM : 08-04-2030)|||2049-01-101-4-09|2020-21 - 7.80% KSDL 2030 (DOM : 08-04-2030)|C|Header|Detailed-Head||||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|09|2020-21 - 7.80% KSDL 2030 (DOM : 08-04-2030)|240|Repayment of Borrowings|2049-01-101-4-09|Repayment of Borrowings|C|Data|Object-Head|7800.00|||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|09|2020-21 - 7.80% KSDL 2030 (DOM : 08-04-2030)|241|Interest Payments|2049-01-101-4-09|Interest Payments|C|Data|Object-Head||7800.00|7800.00|7800.00
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|09|2020-21 - 7.80% KSDL 2030 (DOM : 08-04-2030)|||2049-01-101-4-09|HOA Total :|C|Total|Detailed-Head|7800.00|7800.00|7800.00|7800.00
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|10|2020-21 - 7.93% KSDL 2031 (DOM : 08-04-2031)|||2049-01-101-4-10|2020-21 - 7.93% KSDL 2031 (DOM : 08-04-2031)|C|Header|Detailed-Head||||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|10|2020-21 - 7.93% KSDL 2031 (DOM : 08-04-2031)|240|Repayment of Borrowings|2049-01-101-4-10|Repayment of Borrowings|C|Data|Object-Head|7930.00|||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|10|2020-21 - 7.93% KSDL 2031 (DOM : 08-04-2031)|241|Interest Payments|2049-01-101-4-10|Interest Payments|C|Data|Object-Head||7930.00|7930.00|7930.00
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|10|2020-21 - 7.93% KSDL 2031 (DOM : 08-04-2031)|||2049-01-101-4-10|HOA Total :|C|Total|Detailed-Head|7930.00|7930.00|7930.00|7930.00
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|11|2020-21 - 6.49% KSDL 2030 (DOM : 27-05-2030)|||2049-01-101-4-11|2020-21 - 6.49% KSDL 2030 (DOM : 27-05-2030)|C|Header|Detailed-Head||||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|11|2020-21 - 6.49% KSDL 2030 (DOM : 27-05-2030)|240|Repayment of Borrowings|2049-01-101-4-11|Repayment of Borrowings|C|Data|Object-Head|6490.00|||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|11|2020-21 - 6.49% KSDL 2030 (DOM : 27-05-2030)|241|Interest Payments|2049-01-101-4-11|Interest Payments|C|Data|Object-Head||6490.00|6490.00|6490.00
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|11|2020-21 - 6.49% KSDL 2030 (DOM : 27-05-2030)|||2049-01-101-4-11|HOA Total :|C|Total|Detailed-Head|6490.00|6490.00|6490.00|6490.00
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|12|2020-21 - 6.51% KSDL 2031 (DOM : 27-05-2031)|||2049-01-101-4-12|2020-21 - 6.51% KSDL 2031 (DOM : 27-05-2031)|C|Header|Detailed-Head||||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|12|2020-21 - 6.51% KSDL 2031 (DOM : 27-05-2031)|240|Repayment of Borrowings|2049-01-101-4-12|Repayment of Borrowings|C|Data|Object-Head|6510.00|||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|12|2020-21 - 6.51% KSDL 2031 (DOM : 27-05-2031)|241|Interest Payments|2049-01-101-4-12|Interest Payments|C|Data|Object-Head||6510.00|6510.00|6510.00
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|12|2020-21 - 6.51% KSDL 2031 (DOM : 27-05-2031)|||2049-01-101-4-12|HOA Total :|C|Total|Detailed-Head|6510.00|6510.00|6510.00|6510.00
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|13|2020-21 - 6.58% KSDL 2030 (DOM : 03-06-2030)|||2049-01-101-4-13|2020-21 - 6.58% KSDL 2030 (DOM : 03-06-2030)|C|Header|Detailed-Head||||
159|01|29|2049|Interest Payments|01|Interest on Internal Debt|101|Interest on Market Loans|4|Interest on Market Loans|13|2020-21 - 6.58% KSDL 2030 (DOM : 03-06-2030)|240|Repayment of Borrowings|2049-01-101-4-13|Repayment of Borrowings|C|Data|Object-Head|13160.00|||
