Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||24|Bio-Technology Policy|||3451-00-090-2-24|Bio-Technology Policy|V|Header|Detailed-Head||||
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||24|Bio-Technology Policy|059|Other Expenses|3451-00-090-2-24|Other Expenses|V|Data|Object-Head|4720.00|8000.00|8000.00|8000.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||24|Bio-Technology Policy|||3451-00-090-2-24|HOA Total :|V|Total|Detailed-Head|4720.00|8000.00|8000.00|8000.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||31|Electronics System Design & Manufacturing Policy (ESDM)|||3451-00-090-2-31|Electronics System Design & Manufacturing Policy (ESDM)|V|Header|Detailed-Head||||
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||31|Electronics System Design & Manufacturing Policy (ESDM)|059|Other Expenses|3451-00-090-2-31|Other Expenses|V|Data|Object-Head|44252.00|43000.00||52000.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||31|Electronics System Design & Manufacturing Policy (ESDM)|||3451-00-090-2-31|HOA Total :|V|Total|Detailed-Head|44252.00|43000.00|0.00|52000.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||36|Karnataka Innovation and Technology Society(KITS) Administration|||3451-00-090-2-36|Karnataka Innovation and Technology Society(KITS) Administration|V|Header|Detailed-Head||||
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||36|Karnataka Innovation and Technology Society(KITS) Administration|101|Grants-in-Aid-Salaries|3451-00-090-2-36|Grants-in-Aid-Salaries|V|Data|Object-Head|100.00|1.00|1.00|1.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||36|Karnataka Innovation and Technology Society(KITS) Administration|103|Grants-in-Aid -General|3451-00-090-2-36|Grants-in-Aid -General|V|Data|Object-Head|200.00|200.00|200.00|208.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||36|Karnataka Innovation and Technology Society(KITS) Administration|115|GIA Contract /Outsource|3451-00-090-2-36|GIA Contract /Outsource|V|Data|Object-Head|300.00|288.96|288.96|315.75
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||36|Karnataka Innovation and Technology Society(KITS) Administration|||3451-00-090-2-36|HOA Total :|V|Total|Detailed-Head|600.00|489.96|489.96|524.75
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||37|Animation, Visual Effect, Gaming and Comic Policy|||3451-00-090-2-37|Animation, Visual Effect, Gaming and Comic Policy|V|Header|Detailed-Head||||
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||37|Animation, Visual Effect, Gaming and Comic Policy|059|Other Expenses|3451-00-090-2-37|Other Expenses|V|Data|Object-Head|1751.00|2000.00|2000.00|2000.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||37|Animation, Visual Effect, Gaming and Comic Policy|||3451-00-090-2-37|HOA Total :|V|Total|Detailed-Head|1751.00|2000.00|2000.00|2000.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||38|Startup Policy|||3451-00-090-2-38|Startup Policy|V|Header|Detailed-Head||||
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||38|Startup Policy|059|Other Expenses|3451-00-090-2-38|Other Expenses|V|Data|Object-Head|5977.00|29500.00|29500.00|20000.00
8|6|15|3451|Secretariat- Economic Services|00||090|Secretariat|2||38|Startup Policy|||3451-00-090-2-38|HOA Total :|V|Total|Detailed-Head|5977.00|29500.00|29500.00|20000.00
