44|03|01|2851|Village and Small Industries|00||||||||||2851|Village and Small Industries||Header|Major-Head||||
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|||2851-00-107-1-01|Commissionerate of Sericulture Department||Header|Detailed-Head||||
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|002|Basic Pay|2851-00-107-1-01|Basic Pay||Data|Object-Head|1827.08|6110.00|6110.00|5982.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|003|Basic Pay-Staff|2851-00-107-1-01|Basic Pay-Staff||Data|Object-Head|3357.28|||
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|004|Interim Relief|2851-00-107-1-01|Interim Relief||Data|Object-Head|371.87|||
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|011|Dearness Allowance|2851-00-107-1-01|Dearness Allowance||Data|Object-Head|1300.13|1351.00|1351.00|1504.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|014|Other Allowance|2851-00-107-1-01|Other Allowance||Data|Object-Head|686.32|780.00|780.00|767.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|020|Medical Allowance|2851-00-107-1-01|Medical Allowance||Data|Object-Head|26.16|||
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|021|Reimbursement of Medical Expenses|2851-00-107-1-01|Reimbursement of Medical Expenses||Data|Object-Head|63.49|58.00|58.00|55.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|033|Daily-wages|2851-00-107-1-01|Daily-wages||Data|Object-Head|295.63|303.33|303.33|213.50
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|034|Contract/Outsource|2851-00-107-1-01|Contract/Outsource||Data|Object-Head|22.33|23.46|23.46|24.28
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|041|Travel Expenses|2851-00-107-1-01|Travel Expenses||Data|Object-Head|72.06|85.00|85.00|80.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|050|Office Expenses|2851-00-107-1-01|Office Expenses||Data|Object-Head||13.00|13.00|15.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|051|General Expenses|2851-00-107-1-01|General Expenses||Data|Object-Head|386.22|400.00|400.00|400.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|052|Telephone Charges|2851-00-107-1-01|Telephone Charges||Data|Object-Head|10.47|||
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|053|Purchase of Furniture and Fixture for Office|2851-00-107-1-01|Purchase of Furniture and Fixture for Office||Data|Object-Head|8.66|||
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|071|Building Expenses|2851-00-107-1-01|Building Expenses||Data|Object-Head|146.59|166.00|166.00|166.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|101|Grants-in-Aid-Salaries|2851-00-107-1-01|Grants-in-Aid-Salaries||Data|Object-Head|567.70|560.80|560.80|460.85
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|103|Grants-in-Aid -General|2851-00-107-1-01|Grants-in-Aid -General||Data|Object-Head|23.00|23.00|23.00|24.00
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|115|GIA Contract /Outsource|2851-00-107-1-01|GIA Contract /Outsource||Data|Object-Head|191.07|245.80|245.80|194.58
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|118|Grants-in-Aid-Pensions|2851-00-107-1-01|Grants-in-Aid-Pensions||Data|Object-Head|271.24|275.00|275.00|285.78
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|195|Transport Expenses|2851-00-107-1-01|Transport Expenses||Data|Object-Head|112.67|79.24|79.24|61.50
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|251|Pension & Retirement Benefits|2851-00-107-1-01|Pension & Retirement Benefits||Data|Object-Head|136.34|119.00|119.00|150.66
44|03|01|2851|Village and Small Industries|00||107||1||01|Commissionerate of Sericulture Department|||2851-00-107-1-01|HOA Total :||Total|Detailed-Head|9876.31|10592.63|10592.63|10384.15
