87|03|08|2406|Forestry and Wild Life|01|Forestry|902|Deduct Amount met from Afforestation Fund for Compensatory and Environmental Losses|0|Deduct Amount met from Afforestation Fund for Compensatory and Environmental Losses|03|Inter Account Transfers|||2406-01-902-0-03|Deduct Amount met from Afforestation Fund for Compensatory and Environmental Losses / Inter Account Transfers||Header|Detailed-Head||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|902|Deduct Amount met from Afforestation Fund for Compensatory and Environmental Losses|0|Deduct Amount met from Afforestation Fund for Compensatory and Environmental Losses|03|Inter Account Transfers|261|Inter Account Transfers|2406-01-902-0-03|Inter Account Transfers||Data|Object-Head|-2225.97|-1500.00|-1500.00|-1500.00
87|03|08|2406|Forestry and Wild Life|01|Forestry|902|Deduct Amount met from Afforestation Fund for Compensatory and Environmental Losses|0|Deduct Amount met from Afforestation Fund for Compensatory and Environmental Losses|03|Inter Account Transfers|||2406-01-902-0-03|HOA Total :||Total|Detailed-Head|-2225.97|-1500.00|-1500.00|-1500.00
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Recovery of Over Payments|00|Recovery of Over Payments|||2406-01-911-0-00|Recovery of Over Payments / Recovery of Over Payments||Header|Detailed-Head||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Recovery of Over Payments|00|Recovery of Over Payments|364|Deduct - Recoveries|2406-01-911-0-00|Deduct - Recoveries||Data|Object-Head|-0.65||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Recovery of Over Payments|00|Recovery of Over Payments|||2406-01-911-0-00|HOA Total :||Total|Detailed-Head|-0.65|0.00|0.00|0.00
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Deduct Recovery of Over Payments of Current Year|01|Deduct Recovery of Over Payments of Current Year|||2406-01-911-0-01|Deduct Recovery of Over Payments of Current Year / Deduct Recovery of Over Payments of Current Year||Header|Detailed-Head||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Deduct Recovery of Over Payments of Current Year|01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2406-01-911-0-01|Deduct - Recoveries||Data|Object-Head|-22.94||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Deduct Recovery of Over Payments of Current Year|01|Deduct Recovery of Over Payments of Current Year|||2406-01-911-0-01|HOA Total :||Total|Detailed-Head|-22.94|0.00|0.00|0.00
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Deduct Recovery of Over Payments of earlier Years|02|Deduct Recovery of Over Payments of earlier Years|||2406-01-911-0-02|Deduct Recovery of Over Payments of earlier Years / Deduct Recovery of Over Payments of earlier Years||Header|Detailed-Head||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Deduct Recovery of Over Payments of earlier Years|02|Deduct Recovery of Over Payments of earlier Years|364|Deduct - Recoveries|2406-01-911-0-02|Deduct - Recoveries||Data|Object-Head|-11.00||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|Deduct Recovery of Over Payments of earlier Years|02|Deduct Recovery of Over Payments of earlier Years|||2406-01-911-0-02|HOA Total :||Total|Detailed-Head|-11.00|0.00|0.00|0.00
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|03|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|||2406-01-911-0-03|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act / SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act||Header|Detailed-Head||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|03|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|364|Deduct - Recoveries|2406-01-911-0-03|Deduct - Recoveries||Data|Object-Head|-0.22||||
87|03|08|2406|Forestry and Wild Life|01|Forestry|911|Recovery of Over Payments|0|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|03|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|||2406-01-911-0-03|HOA Total :||Total|Detailed-Head|-0.22|0.00|0.00|0.00
