46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|||2851-00-107-1-51|Programs implemented by Price Stabilization Fund||Header|Detailed-Head||||
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|015|Subsidiary Expenses|2851-00-107-1-51|Subsidiary Expenses||Data|Object-Head|71.55|900.00|900.00|950.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|050|Office Expenses|2851-00-107-1-51|Office Expenses||Data|Object-Head|24.64|25.00|25.00|25.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|059|Other Expenses|2851-00-107-1-51|Other Expenses||Data|Object-Head|299.68|100.00|257.30|100.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|071|Building Expenses|2851-00-107-1-51|Building Expenses||Data|Object-Head|73.56|75.00|75.00|75.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|100|Financial Assistance/Relief|2851-00-107-1-51|Financial Assistance/Relief||Data|Object-Head|10.00|10.00|10.00| 
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|103|Grants-in-Aid -General|2851-00-107-1-51|Grants-in-Aid -General||Data|Object-Head||1.00|1.00|10.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|106|Subsidies|2851-00-107-1-51|Subsidies||Data|Object-Head|4361.28|2800.00|2800.00|2800.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|140|Minor Works|2851-00-107-1-51|Minor Works||Data|Object-Head|225.00|225.00|1027.85|225.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|221|Materials and Supplies|2851-00-107-1-51|Materials and Supplies||Data|Object-Head|74.79|300.00|300.00|275.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|422|Schedule Caste Sub Plan|2851-00-107-1-51|Schedule Caste Sub Plan||Data|Object-Head||300.00|300.00|300.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|423|Tribal Sub Plan|2851-00-107-1-51|Tribal Sub Plan||Data|Object-Head||100.00|100.00|100.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||51|Programs implemented by Price Stabilization Fund|||2851-00-107-1-51|HOA Total :||Total|Detailed-Head|5140.50|4836.00|5796.15|4860.00
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||55|Vacant Post Provision|||2851-00-107-1-55|Vacant Post Provision||Header|Detailed-Head||||
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||55|Vacant Post Provision|014|Other Allowance|2851-00-107-1-55|Other Allowance||Data|Object-Head||3347.02|3249.19|4107.02
46|03|01|2851|Village and Small Industries|00||107|Sericulture|1||55|Vacant Post Provision|||2851-00-107-1-55|HOA Total :||Total|Detailed-Head|0.00|3347.02|3249.19|4107.02
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|||2851-00-196-1-01|Grants to District Sericulture Development Establishments||Header|Detailed-Head||||
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|401|Bengaluru (Urban)|2851-00-196-1-01|Bengaluru (Urban)||Data|Object-Head|334.31|348.26|348.26|290.67
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|402|Bengaluru (Rural)|2851-00-196-1-01|Bengaluru (Rural)||Data|Object-Head|607.33|668.22|670.71|617.11
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|403|Chitradurga|2851-00-196-1-01|Chitradurga||Data|Object-Head|463.41|465.72|465.72|411.23
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|404|Kolar|2851-00-196-1-01|Kolar||Data|Object-Head|445.30|439.44|439.44|425.48
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|405|Shivamogga|2851-00-196-1-01|Shivamogga||Data|Object-Head|178.32|190.56|190.56|102.28
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|406|Tumakuru|2851-00-196-1-01|Tumakuru||Data|Object-Head|638.67|672.68|672.68|477.69
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|407|Mysuru|2851-00-196-1-01|Mysuru||Data|Object-Head|809.03|849.69|878.46|710.42
46|03|01|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|1||01|Sericulture Development Establishments|408|Chikkamagaluru|2851-00-196-1-01|Chikkamagaluru||Data|Object-Head|57.59|70.28|70.28|81.13
