38|03|01|2401|Crop Husbandry|00||796|Tribal Area Sub-Plan|2|Other Schemes|02|CSS-State Share-Dharti Aaba Janajatiya Grama Utkarsha Abiyan (MIDH) Krishonnati Yojane|||2401-00-796-2-02|CSS-State Share-Dharti Aaba Janajatiya Grama Utkarsha Abiyan (MIDH) Krishonnati Yojane|V|Header|Detailed-Head||||
38|03|01|2401|Crop Husbandry|00||796|Tribal Area Sub-Plan|2|Other Schemes|02|CSS-State Share-Dharti Aaba Janajatiya Grama Utkarsha Abiyan (MIDH) Krishonnati Yojane|423|Tribal Sub Plan|2401-00-796-2-02|Tribal Sub Plan|V|Data|Object-Head|||33.33|66.66
38|03|01|2401|Crop Husbandry|00||796|Tribal Area Sub-Plan|2|Other Schemes|02|CSS-State Share-Dharti Aaba Janajatiya Grama Utkarsha Abiyan (MIDH) Krishonnati Yojane|||2401-00-796-2-02|HOA Total :|V|Total|Detailed-Head|0.00|0.00|33.33|66.66
38|03|01|2401|Crop Husbandry|00||911|Deduct Recoveries of Overpayments|0||02|Deduct Recovery of Overpayments of Previous Years|||2401-00-911-0-02|Deduct Recovery of Overpayments of Previous Years|V|Header|Detailed-Head||||
38|03|01|2401|Crop Husbandry|00||911|Deduct Recoveries of Overpayments|0||02|Deduct Recovery of Overpayments of Previous Years|364|Deduct - Recoveries|2401-00-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-2794.92||||
38|03|01|2401|Crop Husbandry|00||911|Deduct Recoveries of Overpayments|0||02|Deduct Recovery of Overpayments of Previous Years|||2401-00-911-0-02|HOA Total :|V|Total|Detailed-Head|-2794.92|0.00|0.00|0.00
38|03|01|2401|Crop Husbandry|00||911|Deduct Recoveries of Overpayments|0||06|Deduct -Recovery of unspent balance from SNA Bank account|||2401-00-911-0-06|Deduct -Recovery of unspent balance from SNA Bank account|V|Header|Detailed-Head||||
38|03|01|2401|Crop Husbandry|00||911|Deduct Recoveries of Overpayments|0||06|Deduct -Recovery of unspent balance from SNA Bank account|366|Refund from SNA bank account|2401-00-911-0-06|Refund from SNA bank account|V|Data|Object-Head|-13.07||||
38|03|01|2401|Crop Husbandry|00||911|Deduct Recoveries of Overpayments|0||06|Deduct -Recovery of unspent balance from SNA Bank account|||2401-00-911-0-06|HOA Total :|V|Total|Detailed-Head|-13.07|0.00|0.00|0.00
38|03|01|2401|Crop Husbandry|00|||||||||2401|2401 - Total :|V|Total|Major-Head|119183.03|134488.02|143604.84|148489.88
