4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|||2401-00-102-0-08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|V|Header|Detailed-Head||||
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|106|Subsidies|2401-00-102-0-08|Subsidies|V|Data|Object-Head|10878.08|13593.69|13593.69|4986.63
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|422|Schedule Caste Sub Plan|2401-00-102-0-08|Schedule Caste Sub Plan|V|Data|Object-Head|2614.18|3071.56|3071.56|1126.75
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|423|Tribal Sub Plan|2401-00-102-0-08|Tribal Sub Plan|V|Data|Object-Head|1097.81|1244.75|1244.75|456.62
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|||||HOA Total :|V|Total|Detailed-Head|14590.07|17910.00|17910.00|6570.00
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|||2401-00-102-0-09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|V|Header|Detailed-Head||||
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|106|Subsidies|2401-00-102-0-09|Subsidies|V|Data|Object-Head|7252.06|9062.46|9062.46|3324.42
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|422|Schedule Caste Sub Plan|2401-00-102-0-09|Schedule Caste Sub Plan|V|Data|Object-Head|1742.78|2047.71|2047.71|751.17
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|423|Tribal Sub Plan|2401-00-102-0-09|Tribal Sub Plan|V|Data|Object-Head|731.87|829.83|829.83|304.41
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|||||HOA Total :|V|Total|Detailed-Head|9726.71|11940.00|11940.00|4380.00
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|||2401-00-102-0-27|Krishi Bhagya|V|Header|Detailed-Head||||
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|059|Other Expenses|2401-00-102-0-27|Other Expenses|V|Data|Object-Head|149.88|150.00|150.00|150.00
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|106|Subsidies|2401-00-102-0-27|Subsidies|V|Data|Object-Head|8085.23|7440.00|7440.00|7440.00
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|422|Schedule Caste Sub Plan|2401-00-102-0-27|Schedule Caste Sub Plan|V|Data|Object-Head|1248.76|1715.00|1715.00|1715.00
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|423|Tribal Sub Plan|2401-00-102-0-27|Tribal Sub Plan|V|Data|Object-Head|513.94|695.00|695.00|695.00
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|||||HOA Total :|V|Total|Detailed-Head|9997.81|10000.00|10000.00|10000.00
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|||2401-00-102-0-28|Farmers Incentive and Support Schemes|V|Header|Detailed-Head||||
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|051|General Expenses|2401-00-102-0-28|General Expenses|V|Data|Object-Head||||100.00
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|059|Other Expenses|2401-00-102-0-28|Other Expenses|V|Data|Object-Head|400.00|400.00|400.00|400.00
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|106|Subsidies|2401-00-102-0-28|Subsidies|V|Data|Object-Head||||228.00
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|115|GIA Contract /Outsource|2401-00-102-0-28|GIA Contract /Outsource|V|Data|Object-Head|17.68|22.69|57.45|59.67
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|422|Schedule Caste Sub Plan|2401-00-102-0-28|Schedule Caste Sub Plan|V|Data|Object-Head||||51.00
