55|03|02|2403|Animal Husbandry|00||101||0||21|CSS-State Share-Control of Animal Diseases|||2403-00-101-0-21|CSS-State Share-Control of Animal Diseases|V|Header|Detailed-Head||||
55|03|02|2403|Animal Husbandry|00||101||0||21|CSS-State Share-Control of Animal Diseases|051|General Expenses|2403-00-101-0-21|General Expenses|V|Data|Object-Head|748.18|1011.50|1011.50|1012.00
55|03|02|2403|Animal Husbandry|00||101||0||21|CSS-State Share-Control of Animal Diseases|422|Schedule Caste Sub Plan|2403-00-101-0-21|Schedule Caste Sub Plan|V|Data|Object-Head|166.96|228.44|228.44|228.00
55|03|02|2403|Animal Husbandry|00||101||0||21|CSS-State Share-Control of Animal Diseases|423|Tribal Sub Plan|2403-00-101-0-21|Tribal Sub Plan|V|Data|Object-Head|83.90|93.06|93.06|93.00
55|03|02|2403|Animal Husbandry|00||101||0||21|CSS-State Share-Control of Animal Diseases|||2403-00-101-0-21|HOA Total :|V|Total|Detailed-Head|999.04|1333.00|1333.00|1333.00
55|03|02|2403|Animal Husbandry|00||101||0||42|CSS-Central Share-Control of Animal Diseases|||2403-00-101-0-42|CSS-Central Share-Control of Animal Diseases|V|Header|Detailed-Head||||
55|03|02|2403|Animal Husbandry|00||101||0||42|CSS-Central Share-Control of Animal Diseases|051|General Expenses|2403-00-101-0-42|General Expenses|V|Data|Object-Head|1122.27|1517.62|1517.62|1518.00
55|03|02|2403|Animal Husbandry|00||101||0||42|CSS-Central Share-Control of Animal Diseases|422|Schedule Caste Sub Plan|2403-00-101-0-42|Schedule Caste Sub Plan|V|Data|Object-Head|250.45|342.74|342.74|343.00
55|03|02|2403|Animal Husbandry|00||101||0||42|CSS-Central Share-Control of Animal Diseases|423|Tribal Sub Plan|2403-00-101-0-42|Tribal Sub Plan|V|Data|Object-Head|125.86|139.64|139.64|139.00
55|03|02|2403|Animal Husbandry|00||101||0||42|CSS-Central Share-Control of Animal Diseases|||2403-00-101-0-42|HOA Total :|V|Total|Detailed-Head|1498.58|2000.00|2000.00|2000.00
55|03|02|2403|Animal Husbandry|00||101||0||43|CSS-Central Share-ASCAD Payment of compensation|||2403-00-101-0-43|CSS-Central Share-ASCAD Payment of compensation|V|Header|Detailed-Head||||
55|03|02|2403|Animal Husbandry|00||101||0||43|CSS-Central Share-ASCAD Payment of compensation|100|Financial Assistance/Relief|2403-00-101-0-43|Financial Assistance/Relief|V|Data|Object-Head|1.32|75.90|75.90|76.00
55|03|02|2403|Animal Husbandry|00||101||0||43|CSS-Central Share-ASCAD Payment of compensation|422|Schedule Caste Sub Plan|2403-00-101-0-43|Schedule Caste Sub Plan|V|Data|Object-Head||17.15|17.15|17.00
55|03|02|2403|Animal Husbandry|00||101||0||43|CSS-Central Share-ASCAD Payment of compensation|423|Tribal Sub Plan|2403-00-101-0-43|Tribal Sub Plan|V|Data|Object-Head||6.95|6.95|7.00
55|03|02|2403|Animal Husbandry|00||101||0||43|CSS-Central Share-ASCAD Payment of compensation|||2403-00-101-0-43|HOA Total :|V|Total|Detailed-Head|1.32|100.00|100.00|100.00
55|03|02|2403|Animal Husbandry|00||101||0||44|CSS-State Share-ASCAD Payment of compensation|||2403-00-101-0-44|CSS-State Share-ASCAD Payment of compensation|V|Header|Detailed-Head||||
55|03|02|2403|Animal Husbandry|00||101||0||44|CSS-State Share-ASCAD Payment of compensation|100|Financial Assistance/Relief|2403-00-101-0-44|Financial Assistance/Relief|V|Data|Object-Head|1.32|75.90|75.90|76.00
55|03|02|2403|Animal Husbandry|00||101||0||44|CSS-State Share-ASCAD Payment of compensation|422|Schedule Caste Sub Plan|2403-00-101-0-44|Schedule Caste Sub Plan|V|Data|Object-Head||17.15|17.15|17.00
55|03|02|2403|Animal Husbandry|00||101||0||44|CSS-State Share-ASCAD Payment of compensation|423|Tribal Sub Plan|2403-00-101-0-44|Tribal Sub Plan|V|Data|Object-Head||6.95|6.95|7.00
55|03|02|2403|Animal Husbandry|00||101||0||44|CSS-State Share-ASCAD Payment of compensation|||2403-00-101-0-44|HOA Total :|V|Total|Detailed-Head|1.32|100.00|100.00|100.00
