31|03|01|2401|Crop Husbandry|00||001|Direction and Administration|2||10|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|||2401-00-001-2-10|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|V|Header|Detailed-Head||||
31|03|01|2401|Crop Husbandry|00||001|Direction and Administration|2||10|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|422|Schedule Caste Sub Plan|2401-00-001-2-10|Schedule Caste Sub Plan|V|Data|Object-Head|193.28|8.24|8.24|0.02
31|03|01|2401|Crop Husbandry|00||001|Direction and Administration|2||10|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|423|Tribal Sub Plan|2401-00-001-2-10|Tribal Sub Plan|V|Data|Object-Head|26.87|10.25|10.25|0.03
31|03|01|2401|Crop Husbandry|00||001|Direction and Administration|2||10|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013||||HOA Total :|V|Total|Detailed-Head|220.15|18.49|18.49|0.05
31|03|01|2401|Crop Husbandry|00||001|Direction and Administration|2||50|Vacant Post Provision|||2401-00-001-2-50|Vacant Post Provision|V|Header|Detailed-Head||||
31|03|01|2401|Crop Husbandry|00||001|Direction and Administration|2||50|Vacant Post Provision|014|Other Allowance|2401-00-001-2-50|Other Allowance|V|Data|Object-Head||7560.06|7560.06|9277.06
31|03|01|2401|Crop Husbandry|00||001|Direction and Administration|2||50|Vacant Post Provision||||HOA Total :|V|Total|Detailed-Head|0.00|7560.06|7560.06|9277.06
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|||||||2401-00-102|Food Grain Crops|V|Header|Minor-Head||||
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||30|CSS-Central Share-Paramparagat Krishi Vikas Yojane(RKVY)|||2401-00-102-0-30|CSS-Central Share-Paramparagat Krishi Vikas Yojane(RKVY)|V|Header|Detailed-Head||||
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||30|CSS-Central Share-Paramparagat Krishi Vikas Yojane(RKVY)|106|Subsidies|2401-00-102-0-30|Subsidies|V|Data|Object-Head|370.00|1214.40|1380.00|1170.00
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||30|CSS-Central Share-Paramparagat Krishi Vikas Yojane(RKVY)|422|Schedule Caste Sub Plan|2401-00-102-0-30|Schedule Caste Sub Plan|V|Data|Object-Head|83.00|274.40|275.00|233.00
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||30|CSS-Central Share-Paramparagat Krishi Vikas Yojane(RKVY)|423|Tribal Sub Plan|2401-00-102-0-30|Tribal Sub Plan|V|Data|Object-Head|34.00|111.20|114.00|97.00
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||30|CSS-Central Share-Paramparagat Krishi Vikas Yojane(RKVY)||||HOA Total :|V|Total|Detailed-Head|487.00|1600.00|1769.00|1500.00
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||31|CSS-State Share-Paramparagat Krishi Vikas Yojane(RKVY)|||2401-00-102-0-31|CSS-State Share-Paramparagat Krishi Vikas Yojane(RKVY)|V|Header|Detailed-Head||||
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||31|CSS-State Share-Paramparagat Krishi Vikas Yojane(RKVY)|106|Subsidies|2401-00-102-0-31|Subsidies|V|Data|Object-Head|246.67|809.61|920.00|788.00
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||31|CSS-State Share-Paramparagat Krishi Vikas Yojane(RKVY)|422|Schedule Caste Sub Plan|2401-00-102-0-31|Schedule Caste Sub Plan|V|Data|Object-Head|55.33|182.93|183.33|155.00
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||31|CSS-State Share-Paramparagat Krishi Vikas Yojane(RKVY)|423|Tribal Sub Plan|2401-00-102-0-31|Tribal Sub Plan|V|Data|Object-Head|22.67|74.13|76.00|57.00
31|03|01|2401|Crop Husbandry|00||102|Food Grain Crops|0||31|CSS-State Share-Paramparagat Krishi Vikas Yojane(RKVY)||||HOA Total :|V|Total|Detailed-Head|324.67|1066.67|1179.33|1000.00
31|03|01|2401|Crop Husbandry|00||108|Commercial Crops|||||||2401-00-108|Commercial Crops|V|Header|Minor-Head||||
31|03|01|2401|Crop Husbandry|00||108|Commercial Crops|2||18|CSS-State Share-National Mission on Edible Oil- Oil Palm(Krishonnati Yojane)|||2401-00-108-2-18|CSS-State Share-National Mission on Edible Oil- Oil Palm(Krishonnati Yojane)|V|Header|Detailed-Head||||
31|03|01|2401|Crop Husbandry|00||108|Commercial Crops|2||18|CSS-State Share-National Mission on Edible Oil- Oil Palm(Krishonnati Yojane)|106|Subsidies|2401-00-108-2-18|Subsidies|V|Data|Object-Head|368.41|303.60|778.73|364.00
31|03|01|2401|Crop Husbandry|00||108|Commercial Crops|2||18|CSS-State Share-National Mission on Edible Oil- Oil Palm(Krishonnati Yojane)|422|Schedule Caste Sub Plan|2401-00-108-2-18|Schedule Caste Sub Plan|V|Data|Object-Head|18.55|68.60|175.96|82.00
