Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|1||13|Buildings under Medical Education Department|||2210-01-110-1-13|Buildings under Medical Education Department|V|Header|Detailed-Head||||
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|1||13|Buildings under Medical Education Department|200|Maintenance Expenditure|2210-01-110-1-13|Maintenance Expenditure|V|Data|Object-Head|16.81|10.00|10.00|
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|1||13|Buildings under Medical Education Department|||2210-01-110-1-13|HOA Total :|V|Total|Detailed-Head|16.81|10.00|10.00|0.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||15|The National Institute of Mental Health and Neuro Sciences, Bangalore|||2210-01-110-2-15|The National Institute of Mental Health and Neuro Sciences, Bangalore|V|Header|Detailed-Head||||
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||15|The National Institute of Mental Health and Neuro Sciences, Bangalore|101|Grants-in-Aid-Salaries|2210-01-110-2-15|Grants-in-Aid-Salaries|V|Data|Object-Head|9299.12|11151.40|11151.40|11124.28
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||15|The National Institute of Mental Health and Neuro Sciences, Bangalore|103|Grants-in-Aid -General|2210-01-110-2-15|Grants-in-Aid -General|V|Data|Object-Head|2500.00|1936.00|1936.00|2080.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||15|The National Institute of Mental Health and Neuro Sciences, Bangalore|115|GIA Contract /Outsource|2210-01-110-2-15|GIA Contract /Outsource|V|Data|Object-Head|1882.16|1933.96|1933.96|1850.21
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||15|The National Institute of Mental Health and Neuro Sciences, Bangalore|422|Schedule Caste Sub Plan|2210-01-110-2-15|Schedule Caste Sub Plan|V|Data|Object-Head||437.00|437.00|364.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||15|The National Institute of Mental Health and Neuro Sciences, Bangalore|423|Tribal Sub Plan|2210-01-110-2-15|Tribal Sub Plan|V|Data|Object-Head||177.00|177.00|156.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||15|The National Institute of Mental Health and Neuro Sciences, Bangalore|||2210-01-110-2-15|HOA Total :|V|Total|Detailed-Head|13681.28|15635.36|15635.36|15574.49
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|||2210-01-110-2-16|Sanjay Gandhi Institute of Trauma & Orthopaedics|V|Header|Detailed-Head||||
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|101|Grants-in-Aid-Salaries|2210-01-110-2-16|Grants-in-Aid-Salaries|V|Data|Object-Head|2014.37|2386.40|2386.40|2351.30
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|103|Grants-in-Aid -General|2210-01-110-2-16|Grants-in-Aid -General|V|Data|Object-Head|961.25|500.00|500.00|1500.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|112|GIA Stipends|2210-01-110-2-16|GIA Stipends|V|Data|Object-Head|482.00|551.88|551.88|551.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|115|GIA Contract /Outsource|2210-01-110-2-16|GIA Contract /Outsource|V|Data|Object-Head|688.19|706.03|706.03|746.08
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|118|Grants-in-Aid-Pensions|2210-01-110-2-16|Grants-in-Aid-Pensions|V|Data|Object-Head|900.00|1062.86|1062.86|1106.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|422|Schedule Caste Sub Plan|2210-01-110-2-16|Schedule Caste Sub Plan|V|Data|Object-Head|41.93|27.00|27.00|400.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|423|Tribal Sub Plan|2210-01-110-2-16|Tribal Sub Plan|V|Data|Object-Head|33.09|13.00|13.00|100.00
83|02|22|2210|Medical and Public Health|01|Urban Health Services-Allopathy|110|Hospital and Dispensaries|2||16|Sanjay Gandhi Institute of Trauma & Orthopaedics|||2210-01-110-2-16|HOA Total :|V|Total|Detailed-Head|5120.83|5247.17|5247.17|6754.38
