Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|||||||||2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|V|Header|Major-Head||||
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|||||||2225-04-001|Direction and Administration|V|Header|Minor-Head||||
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|0||||||2225-04-001-0||V|Header|Sub-Head||||
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|0||01|Karnataka State Minorities Commission|||2225-04-001-0-01|Karnataka State Minorities Commission|V|Header|Detailed-Head||||
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|0||01|Karnataka State Minorities Commission|101|Grants-in-Aid-Salaries|2225-04-001-0-01|Grants-in-Aid-Salaries|V|Data|Object-Head|51.40|77.50|77.50|81.23
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|0||01|Karnataka State Minorities Commission|103|Grants-in-Aid -General|2225-04-001-0-01|Grants-in-Aid -General|V|Data|Object-Head|75.00|75.00|75.00|75.00
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|0||01|Karnataka State Minorities Commission|115|GIA Contract /Outsource|2225-04-001-0-01|GIA Contract /Outsource|V|Data|Object-Head|75.56|93.21|93.21|93.39
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|0||01|Karnataka State Minorities Commission|||2225-04-001-0-01|HOA Total :|V|Total|Detailed-Head|201.96|245.71|245.71|249.62
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|0||02|Karnataka State Wakf Board|||2225-04-001-0-02|Karnataka State Wakf Board|V|Header|Detailed-Head||||
51|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|001|Direction and Administration|0||02|Karnataka State Wakf Board|101|Grants-in-Aid-Salaries|2225-04-001-0-02|Grants-in-Aid-Salaries|V|Data|Object-Head|998.89|1218.28|1218.28|1247.05
