Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes||||||||||4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|Header|Sub-Major-Head||||
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||01|CSS-Central Share(100% GoI) PM-JANMAN(Construction of MPCs)|||4225-02-102-0-01|CSS-Central Share(100% GoI) PM-JANMAN(Construction of MPCs)|V|Header|Detailed-Head||||
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||01|CSS-Central Share(100% GoI) PM-JANMAN(Construction of MPCs)|386|Purchase/Construction of Buildings|4225-02-102-0-01|Purchase/Construction of Buildings|V|Data|Object-Head|1026.41|2000.00|3080.95|3080.00
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||01|CSS-Central Share(100% GoI) PM-JANMAN(Construction of MPCs)||||HOA Total :|V|Total|Detailed-Head|1026.41|2000.00|3080.95|3080.00
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||02|CSS-Central Share-Support to Tribal Research Department(Capital Asset Creation)|||4225-02-102-0-02|CSS-Central Share-Support to Tribal Research Department(Capital Asset Creation)|V|Header|Detailed-Head||||
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||02|CSS-Central Share-Support to Tribal Research Department(Capital Asset Creation)|132|Other Capital Expenses|4225-02-102-0-02|Other Capital Expenses|V|Data|Object-Head||1.00|1.00|1.00
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||02|CSS-Central Share-Support to Tribal Research Department(Capital Asset Creation)||||HOA Total :|V|Total|Detailed-Head|0.00|1.00|1.00|1.00
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||03|CSS-Central Share-(100% GoI) Dharti Aaba Janjatiya Gram Utkarsh Abhiyan (DA JGUA)|||4225-02-102-0-03|CSS-Central Share-(100% GoI) Dharti Aaba Janjatiya Gram Utkarsh Abhiyan (DA JGUA)|V|Header|Detailed-Head||||
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||03|CSS-Central Share-(100% GoI) Dharti Aaba Janjatiya Gram Utkarsh Abhiyan (DA JGUA)|132|Other Capital Expenses|4225-02-102-0-03|Other Capital Expenses|V|Data|Object-Head||||894.00
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||03|CSS-Central Share-(100% GoI) Dharti Aaba Janjatiya Gram Utkarsh Abhiyan (DA JGUA)|139|Major Works|4225-02-102-0-03|Major Works|V|Data|Object-Head|||894.32|
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|102||0||03|CSS-Central Share-(100% GoI) Dharti Aaba Janjatiya Gram Utkarsh Abhiyan (DA JGUA)||||HOA Total :|V|Total|Detailed-Head|0.00|0.00|894.32|894.00
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|190||0||02|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|||4225-02-190-0-02|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|V|Header|Detailed-Head||||
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|190||0||02|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|059|Other Expenses|4225-02-190-0-02|Other Expenses|V|Data|Object-Head|320.00|||215.00
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|190||0||02|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|132|Other Capital Expenses|4225-02-190-0-02|Other Capital Expenses|V|Data|Object-Head||196.06|196.06|
30|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|190||0||02|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013||||HOA Total :|V|Total|Detailed-Head|320.00|196.06|196.06|215.00
