Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
152|05|14|4059|Capital Outlay on Public Works|80|General|051|Construction|0||56|Establishment of Anubhava Mantapa|||4059-80-051-0-56|Establishment of Anubhava Mantapa|V|Header|Detailed-Head||||
152|05|14|4059|Capital Outlay on Public Works|80|General|051|Construction|0||56|Establishment of Anubhava Mantapa|386|Purchase/Construction of Buildings|4059-80-051-0-56|Purchase/Construction of Buildings|V|Data|Object-Head|7500.00|5000.00|5000.00|5000.00
152|05|14|4059|Capital Outlay on Public Works|80|General|051|Construction|0||56|Establishment of Anubhava Mantapa|||4059-80-051-0-56|HOA Total :|V|Total|Detailed-Head|7500.00|5000.00|5000.00|5000.00
152|05|14|4059|Capital Outlay on Public Works|80|General|051|Construction|0||59|Construction of DC Residential Quarters|||4059-80-051-0-59|Construction of DC Residential Quarters|V|Header|Detailed-Head||||
152|05|14|4059|Capital Outlay on Public Works|80|General|051|Construction|0||59|Construction of DC Residential Quarters|386|Purchase/Construction of Buildings|4059-80-051-0-59|Purchase/Construction of Buildings|V|Data|Object-Head||250.00|250.00|
152|05|14|4059|Capital Outlay on Public Works|80|General|051|Construction|0||59|Construction of DC Residential Quarters|||4059-80-051-0-59|HOA Total :|V|Total|Detailed-Head|0.00|250.00|250.00|0.00
152|05|14|4059|Capital Outlay on Public Works|80|General|201|Land Acquisition|0||01|Karnataka Public Lands Corporation|||4059-80-201-0-01|Karnataka Public Lands Corporation|V|Header|Detailed-Head||||
152|05|14|4059|Capital Outlay on Public Works|80|General|201|Land Acquisition|0||01|Karnataka Public Lands Corporation|386|Purchase/Construction of Buildings|4059-80-201-0-01|Purchase/Construction of Buildings|V|Data|Object-Head|1.00|1.00|1.00|1.00
152|05|14|4059|Capital Outlay on Public Works|80|General|201|Land Acquisition|0||01|Karnataka Public Lands Corporation|||4059-80-201-0-01|HOA Total :|V|Total|Detailed-Head|1.00|1.00|1.00|1.00
152|05|14|4059|Capital Outlay on Public Works|80|General|||||||||4059|4059 - Total :|V|Total|Major-Head|29505.91|21816.00|21816.00|23102.00
