Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|059|Other Expenses|2230-02-101-0-09|Other Expenses|V|Data|Object-Head|2372.65|6350.00|1587.50|
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|071|Building Expenses|2230-02-101-0-09|Building Expenses|V|Data|Object-Head|87.70|100.00|100.00|105.00
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|101|Grants-in-Aid-Salaries|2230-02-101-0-09|Grants-in-Aid-Salaries|V|Data|Object-Head|64.92|61.61|61.61|7.93
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|177|IT Expenditure|2230-02-101-0-09|IT Expenditure|V|Data|Object-Head|||91.00|30.00
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|180|Machinery and Equipments|2230-02-101-0-09|Machinery and Equipments|V|Data|Object-Head|4.31|||
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|195|Transport Expenses|2230-02-101-0-09|Transport Expenses|V|Data|Object-Head|157.42|181.98|207.53|235.34
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|221|Materials and Supplies|2230-02-101-0-09|Materials and Supplies|V|Data|Object-Head|2.10|3.00|3.00|3.00
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|422|Schedule Caste Sub Plan|2230-02-101-0-09|Schedule Caste Sub Plan|V|Data|Object-Head|127.14|560.00|560.00|247.10
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|423|Tribal Sub Plan|2230-02-101-0-09|Tribal Sub Plan|V|Data|Object-Head|51.92|490.00|490.00|165.04
166|05|23|2230|Labour,Employment and Skill Development|02|Employment Service|101|Employment Services|0||09|Skill Development Mission|||2230-02-101-0-09|HOA Total :|V|Total|Detailed-Head|4555.99|9523.26|9244.01|7980.03
