Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0|||||||||Header|Major-Head||||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|||2225-01-001-0-01|Commissionerate of Social Welfare Department||Header|Detailed-Head||||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|002|Basic Pay|2225-01-001-0-01|Basic Pay||Data|Object-Head|245.57|967.00|975.73|972.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|003|Basic Pay-Staff|2225-01-001-0-01|Basic Pay-Staff||Data|Object-Head|447.37|||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|004|Interim Relief|2225-01-001-0-01|Interim Relief||Data|Object-Head|45.27|||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|011|Dearness Allowance|2225-01-001-0-01|Dearness Allowance||Data|Object-Head|168.60|219.00|219.00|251.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|014|Other Allowance|2225-01-001-0-01|Other Allowance||Data|Object-Head|177.09|228.00|230.11|225.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|020|Medical Allowance|2225-01-001-0-01|Medical Allowance||Data|Object-Head|3.95|||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|021|Reimbursement of Medical Expenses|2225-01-001-0-01|Reimbursement of Medical Expenses||Data|Object-Head|9.01|15.00|15.00|15.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|034|Contract/Outsource|2225-01-001-0-01|Contract/Outsource||Data|Object-Head|147.20|170.68|170.68|126.49
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|041|Travel Expenses|2225-01-001-0-01|Travel Expenses||Data|Object-Head|14.28|10.00|10.00|13.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|050|Office Expenses|2225-01-001-0-01|Office Expenses||Data|Object-Head||10.40|10.40|12.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|051|General Expenses|2225-01-001-0-01|General Expenses||Data|Object-Head|189.95|200.00|200.00|200.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|052|Telephone Charges|2225-01-001-0-01|Telephone Charges||Data|Object-Head|10.00|||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|140|Minor Works|2225-01-001-0-01|Minor Works||Data|Object-Head|10.00|5.00|5.00|5.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|195|Transport Expenses|2225-01-001-0-01|Transport Expenses||Data|Object-Head|41.21|37.26|37.26|88.86
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||01|Commissionerate of Social Welfare Department|||2225-01-001-0-01|HOA Total :||Total|Detailed-Head|1509.50|1862.34|1873.18|1908.35
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|||2225-01-001-0-05|Directorate of Civil Rights Enforcement||Header|Detailed-Head||||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|002|Basic Pay|2225-01-001-0-05|Basic Pay||Data|Object-Head|369.05|4508.00|4508.00|4355.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|003|Basic Pay-Staff|2225-01-001-0-05|Basic Pay-Staff||Data|Object-Head|1235.62|||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|004|Interim Relief|2225-01-001-0-05|Interim Relief||Data|Object-Head|98.32|||
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|011|Dearness Allowance|2225-01-001-0-05|Dearness Allowance||Data|Object-Head|387.21|1027.00|1027.00|1147.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|014|Other Allowance|2225-01-001-0-05|Other Allowance||Data|Object-Head|257.84|748.00|748.00|623.00
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|015|Subsidiary Expenses|2225-01-001-0-05|Subsidiary Expenses||Data|Object-Head|8.10|8.00|8.00|8.00
