Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||03|CSS-Central Share-National Family Benefit Scheme (NSAP)|422|Schedule Caste Sub Plan|2235-60-102-1-03|Schedule Caste Sub Plan|V|Data|Object-Head|855.20|427.50|427.50|769.02
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||03|CSS-Central Share-National Family Benefit Scheme (NSAP)|423|Tribal Sub Plan|2235-60-102-1-03|Tribal Sub Plan|V|Data|Object-Head|342.08|139.50|264.66|256.34
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||03|CSS-Central Share-National Family Benefit Scheme (NSAP)|||2235-60-102-1-03|HOA Total :|V|Total|Detailed-Head|3662.00|1800.00|4883.04|3662.00
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||05|Monthly Financial Assistance to Endosulphan Victims|||2235-60-102-1-05|Monthly Financial Assistance to Endosulphan Victims|V|Header|Detailed-Head||||
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||05|Monthly Financial Assistance to Endosulphan Victims|116|Social Security Pensions|2235-60-102-1-05|Social Security Pensions|V|Data|Object-Head|2746.00|2979.00|2979.00|3240.00
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||05|Monthly Financial Assistance to Endosulphan Victims|||2235-60-102-1-05|HOA Total :|V|Total|Detailed-Head|2746.00|2979.00|2979.00|3240.00
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||06|Manaswini|||2235-60-102-1-06|Manaswini|V|Header|Detailed-Head||||
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||06|Manaswini|116|Social Security Pensions|2235-60-102-1-06|Social Security Pensions|V|Data|Object-Head|11487.54|13355.55|13355.55|11133.51
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||06|Manaswini|422|Schedule Caste Sub Plan|2235-60-102-1-06|Schedule Caste Sub Plan|V|Data|Object-Head|1537.66|1740.96|1740.96|3031.66
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||06|Manaswini|423|Tribal Sub Plan|2235-60-102-1-06|Tribal Sub Plan|V|Data|Object-Head|634.82|870.48|870.48|1515.83
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||06|Manaswini|||2235-60-102-1-06|HOA Total :|V|Total|Detailed-Head|13660.02|15966.99|15966.99|15681.00
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||07|Mythri|||2235-60-102-1-07|Mythri|V|Header|Detailed-Head||||
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||07|Mythri|116|Social Security Pensions|2235-60-102-1-07|Social Security Pensions|V|Data|Object-Head|282.05|254.00|374.37|264.00
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||07|Mythri|||2235-60-102-1-07|HOA Total :|V|Total|Detailed-Head|282.05|254.00|374.37|264.00
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||08|Widow Pension for Farmers Suicide Cases|||2235-60-102-1-08|Widow Pension for Farmers Suicide Cases|V|Header|Detailed-Head||||
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||08|Widow Pension for Farmers Suicide Cases|100|Financial Assistance/Relief|2235-60-102-1-08|Financial Assistance/Relief|V|Data|Object-Head|6955.34|6748.73|6748.73|6700.00
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||08|Widow Pension for Farmers Suicide Cases|116|Social Security Pensions|2235-60-102-1-08|Social Security Pensions|V|Data|Object-Head|1024.10|1042.65|1042.65|1157.17
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||08|Widow Pension for Farmers Suicide Cases|422|Schedule Caste Sub Plan|2235-60-102-1-08|Schedule Caste Sub Plan|V|Data|Object-Head|422.88|495.69|495.69|550.13
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||08|Widow Pension for Farmers Suicide Cases|423|Tribal Sub Plan|2235-60-102-1-08|Tribal Sub Plan|V|Data|Object-Head|130.06|170.93|170.93|189.70
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||08|Widow Pension for Farmers Suicide Cases|||2235-60-102-1-08|HOA Total :|V|Total|Detailed-Head|8532.38|8458.00|8458.00|8597.00
134|05|14|2235|Social Security and Welfare|60|Other Social Security and Welfare Programmes|102|Pensions under Social Security Schemes|1||09|Pension to Acid Attack Victims|||2235-60-102-1-09|Pension to Acid Attack Victims|V|Header|Detailed-Head||||
