Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||02|Tribal Research Institute|041|Travel Expenses|2225-02-001-0-02|Travel Expenses|V|Data|Object-Head||1.00|1.00|1.00
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||02|Tribal Research Institute|050|Office Expenses|2225-02-001-0-02|Office Expenses|V|Data|Object-Head|50.00|50.00|50.00|50.00
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||02|Tribal Research Institute|051|General Expenses|2225-02-001-0-02|General Expenses|V|Data|Object-Head|399.96|200.00|331.17|210.00
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||02|Tribal Research Institute|052|Telephone Charges|2225-02-001-0-02|Telephone Charges|V|Data|Object-Head|0.10|||
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||02|Tribal Research Institute|071|Building Expenses|2225-02-001-0-02|Building Expenses|V|Data|Object-Head|2.24|10.40|10.40|5.00
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||02|Tribal Research Institute|200|Maintenance Expenditure|2225-02-001-0-02|Maintenance Expenditure|V|Data|Object-Head|0.72|1.00|1.00|
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||02|Tribal Research Institute||||HOA Total :|V|Total|Detailed-Head|525.97|338.40|511.73|355.00
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||03|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|||2225-02-001-0-03|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|V|Header|Detailed-Head||||
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||03|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|059|Other Expenses|2225-02-001-0-03|Other Expenses|V|Data|Object-Head|1379.54|611.48|611.48|3063.93
21|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|02|Welfare of Scheduled Tribes|001|Direction and Administration|0||03|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013||||HOA Total :|V|Total|Detailed-Head|1379.54|611.48|611.48|3063.93
