Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|||2235-02-196-1-01|Grants to District Women and Child Development Establishments|V|Header|Detailed-Head||||
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|401|Bengaluru (Urban)|2235-02-196-1-01|Bengaluru (Urban)|V|Data|Object-Head|101.13|95.23|95.23|74.55
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|402|Bengaluru (Rural)|2235-02-196-1-01|Bengaluru (Rural)|V|Data|Object-Head|87.90|93.20|93.20|100.67
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|403|Chitradurga|2235-02-196-1-01|Chitradurga|V|Data|Object-Head|83.50|78.32|78.32|103.18
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|404|Kolar|2235-02-196-1-01|Kolar|V|Data|Object-Head|74.57|64.11|64.11|77.89
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|405|Shivamogga|2235-02-196-1-01|Shivamogga|V|Data|Object-Head|43.68|97.39|97.39|115.21
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|406|Tumakuru|2235-02-196-1-01|Tumakuru|V|Data|Object-Head|59.87|103.59|103.59|116.03
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|407|Mysuru|2235-02-196-1-01|Mysuru|V|Data|Object-Head|102.49|150.11|150.11|138.83
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|408|Chikkamagaluru|2235-02-196-1-01|Chikkamagaluru|V|Data|Object-Head|52.59|52.52|52.52|57.72
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|409|Dakshina Kannada|2235-02-196-1-01|Dakshina Kannada|V|Data|Object-Head|30.05|58.28|58.28|68.33
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|410|Hassan|2235-02-196-1-01|Hassan|V|Data|Object-Head|94.45|120.93|120.93|130.69
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|411|Kodagu|2235-02-196-1-01|Kodagu|V|Data|Object-Head|33.72|37.72|37.72|42.75
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|412|Mandya|2235-02-196-1-01|Mandya|V|Data|Object-Head|53.85|55.44|55.44|72.40
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|413|Belagavi|2235-02-196-1-01|Belagavi|V|Data|Object-Head|116.79|145.05|145.05|247.89
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|414|Vijayapura|2235-02-196-1-01|Vijayapura|V|Data|Object-Head|85.21|94.54|94.54|112.29
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|415|Dharwad|2235-02-196-1-01|Dharwad|V|Data|Object-Head|99.20|102.30|102.30|136.12
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|416|Uttara Kannada|2235-02-196-1-01|Uttara Kannada|V|Data|Object-Head|69.60|52.22|52.22|77.29
86|05|11|2235|Social Security and Welfare|02|Social Welfare|196|Assistance to Zilla Panchayats|1|Grants to District Women and Child Development Establishments|01|Grants to District Women and Child Development Establishments|417|Kalaburagi|2235-02-196-1-01|Kalaburagi|V|Data|Object-Head|100.55|111.13|111.13|138.65
