Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|||3604-00-192-1-14|Shivamogga|V|Header|Detailed-Head||||
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|008|ULB Salaries|3604-00-192-1-14|ULB Salaries|V|Data|Object-Head|2077.00|2851.00|2851.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|015|Subsidiary Expenses|3604-00-192-1-14|Subsidiary Expenses|V|Data|Object-Head||20.16|20.16|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|138|Electricity Charges of Street lights|3604-00-192-1-14|Electricity Charges of Street lights|V|Data|Object-Head|934.00|874.00|874.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|200|Maintenance Expenditure|3604-00-192-1-14|Maintenance Expenditure|V|Data|Object-Head|1376.00|1594.00|1594.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|251|Pension & Retirement Benefits|3604-00-192-1-14|Pension & Retirement Benefits|V|Data|Object-Head|69.00|103.00|103.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|422|Schedule Caste Sub Plan|3604-00-192-1-14|Schedule Caste Sub Plan|V|Data|Object-Head||342.04|342.04|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|423|Tribal Sub Plan|3604-00-192-1-14|Tribal Sub Plan|V|Data|Object-Head||2.62|2.62|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||14|Shivamogga|||3604-00-192-1-14|HOA Total :|V|Total|Detailed-Head|4456.00|5786.82|5786.82|0.00
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|||3604-00-192-1-15|Udupi|V|Header|Detailed-Head||||
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|008|ULB Salaries|3604-00-192-1-15|ULB Salaries|V|Data|Object-Head|1130.00|1603.00|1603.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|015|Subsidiary Expenses|3604-00-192-1-15|Subsidiary Expenses|V|Data|Object-Head||30.24|30.24|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|138|Electricity Charges of Street lights|3604-00-192-1-15|Electricity Charges of Street lights|V|Data|Object-Head|408.00|489.00|489.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|200|Maintenance Expenditure|3604-00-192-1-15|Maintenance Expenditure|V|Data|Object-Head|911.00|1073.00|1073.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|251|Pension & Retirement Benefits|3604-00-192-1-15|Pension & Retirement Benefits|V|Data|Object-Head|40.00|57.00|57.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|422|Schedule Caste Sub Plan|3604-00-192-1-15|Schedule Caste Sub Plan|V|Data|Object-Head||87.47|87.47|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|423|Tribal Sub Plan|3604-00-192-1-15|Tribal Sub Plan|V|Data|Object-Head||195.66|195.66|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||15|Udupi|||3604-00-192-1-15|HOA Total :|V|Total|Detailed-Head|2489.00|3535.37|3535.37|0.00
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||16|Chikkamagaluru|||3604-00-192-1-16|Chikkamagaluru|V|Header|Detailed-Head||||
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||16|Chikkamagaluru|008|ULB Salaries|3604-00-192-1-16|ULB Salaries|V|Data|Object-Head|1600.00|1966.00|1966.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||16|Chikkamagaluru|015|Subsidiary Expenses|3604-00-192-1-16|Subsidiary Expenses|V|Data|Object-Head||28.56|28.56|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||16|Chikkamagaluru|138|Electricity Charges of Street lights|3604-00-192-1-16|Electricity Charges of Street lights|V|Data|Object-Head|531.00|351.00|351.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||16|Chikkamagaluru|200|Maintenance Expenditure|3604-00-192-1-16|Maintenance Expenditure|V|Data|Object-Head|1505.00|1701.00|1701.00|
68|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||16|Chikkamagaluru|251|Pension & Retirement Benefits|3604-00-192-1-16|Pension & Retirement Benefits|V|Data|Object-Head|66.00|87.00|87.00|
