Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||03|Vijayapura|||3604-00-193-2-03|Vijayapura|V|Header|Detailed-Head||||
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||03|Vijayapura|032|Devolution for Capital Assets|3604-00-193-2-03|Devolution for Capital Assets|V|Data|Object-Head|213.00|41.00|41.00|
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||03|Vijayapura|422|Schedule Caste Sub Plan|3604-00-193-2-03|Schedule Caste Sub Plan|V|Data|Object-Head|63.00|63.00|63.00|
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||03|Vijayapura|423|Tribal Sub Plan|3604-00-193-2-03|Tribal Sub Plan|V|Data|Object-Head|26.00|26.00|26.00|
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||03|Vijayapura||||HOA Total :|V|Total|Detailed-Head|302.00|130.00|130.00|0.00
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||04|Bidar|||3604-00-193-2-04|Bidar|V|Header|Detailed-Head||||
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||04|Bidar|032|Devolution for Capital Assets|3604-00-193-2-04|Devolution for Capital Assets|V|Data|Object-Head|41.00|8.00|8.00|
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||04|Bidar|422|Schedule Caste Sub Plan|3604-00-193-2-04|Schedule Caste Sub Plan|V|Data|Object-Head|12.00|12.00|12.00|
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||04|Bidar|423|Tribal Sub Plan|3604-00-193-2-04|Tribal Sub Plan|V|Data|Object-Head|5.00|5.00|5.00|
99|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|2||04|Bidar||||HOA Total :|V|Total|Detailed-Head|58.00|25.00|25.00|0.00
