Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||03|XV FCG-Vijayapura|||3604-00-193-9-03|XV FCG-Vijayapura|V|Header|Detailed-Head||||
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||03|XV FCG-Vijayapura|103|Grants-in-Aid -General|3604-00-193-9-03|Grants-in-Aid -General|V|Data|Object-Head|957.45|826.00|826.00|
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||03|XV FCG-Vijayapura|||3604-00-193-9-03|HOA Total :|V|Total|Detailed-Head|957.45|826.00|826.00|0.00
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||04|XV FCG-Bidar|||3604-00-193-9-04|XV FCG-Bidar|V|Header|Detailed-Head||||
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||04|XV FCG-Bidar|103|Grants-in-Aid -General|3604-00-193-9-04|Grants-in-Aid -General|V|Data|Object-Head|221.83|157.00|157.00|
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||04|XV FCG-Bidar|||3604-00-193-9-04|HOA Total :|V|Total|Detailed-Head|221.83|157.00|157.00|0.00
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||05|XV FCG-Raichur|||3604-00-193-9-05|XV FCG-Raichur|V|Header|Detailed-Head||||
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||05|XV FCG-Raichur|103|Grants-in-Aid -General|3604-00-193-9-05|Grants-in-Aid -General|V|Data|Object-Head|775.11|628.00|628.00|
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||05|XV FCG-Raichur|||3604-00-193-9-05|HOA Total :|V|Total|Detailed-Head|775.11|628.00|628.00|0.00
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||06|XV FCG-Koppal|||3604-00-193-9-06|XV FCG-Koppal|V|Header|Detailed-Head||||
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||06|XV FCG-Koppal|103|Grants-in-Aid -General|3604-00-193-9-06|Grants-in-Aid -General|V|Data|Object-Head|1005.58|777.00|777.00|
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||06|XV FCG-Koppal|||3604-00-193-9-06|HOA Total :|V|Total|Detailed-Head|1005.58|777.00|777.00|0.00
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||07|XV FCG-Gadag|||3604-00-193-9-07|XV FCG-Gadag|V|Header|Detailed-Head||||
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||07|XV FCG-Gadag|103|Grants-in-Aid -General|3604-00-193-9-07|Grants-in-Aid -General|V|Data|Object-Head|543.62|383.00|383.00|
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||07|XV FCG-Gadag|||3604-00-193-9-07|HOA Total :|V|Total|Detailed-Head|543.62|383.00|383.00|0.00
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||08|XV FCG-Dharwad|||3604-00-193-9-08|XV FCG-Dharwad|V|Header|Detailed-Head||||
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||08|XV FCG-Dharwad|103|Grants-in-Aid -General|3604-00-193-9-08|Grants-in-Aid -General|V|Data|Object-Head|425.62|329.00|329.00|
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||08|XV FCG-Dharwad|||3604-00-193-9-08|HOA Total :|V|Total|Detailed-Head|425.62|329.00|329.00|0.00
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||09|XV FCG-Uttara Kannada|||3604-00-193-9-09|XV FCG-Uttara Kannada|V|Header|Detailed-Head||||
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||09|XV FCG-Uttara Kannada|103|Grants-in-Aid -General|3604-00-193-9-09|Grants-in-Aid -General|V|Data|Object-Head|876.98|786.00|786.00|
106|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||09|XV FCG-Uttara Kannada|||3604-00-193-9-09|HOA Total :|V|Total|Detailed-Head|876.98|786.00|786.00|0.00
