84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|||2235-02-104-2-04|Senior Citizen Policy|V|Header|Detailed-Head||||
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|002|Basic Pay|2235-02-104-2-04|Basic Pay|V|Data|Object-Head|16.23|42.00|42.00|28.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|003|Basic Pay-Staff|2235-02-104-2-04|Basic Pay-Staff|V|Data|Object-Head|15.91|||
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|004|Interim Relief|2235-02-104-2-04|Interim Relief|V|Data|Object-Head|1.94|||
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|011|Dearness Allowance|2235-02-104-2-04|Dearness Allowance|V|Data|Object-Head|7.52|10.00|10.00|7.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|014|Other Allowance|2235-02-104-2-04|Other Allowance|V|Data|Object-Head|7.41|10.00|10.00|6.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|020|Medical Allowance|2235-02-104-2-04|Medical Allowance|V|Data|Object-Head|0.08|||
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|021|Reimbursement of Medical Expenses|2235-02-104-2-04|Reimbursement of Medical Expenses|V|Data|Object-Head||3.00|3.00|3.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|103|Grants-in-Aid -General|2235-02-104-2-04|Grants-in-Aid -General|V|Data|Object-Head|547.07|348.00|348.00|362.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|422|Schedule Caste Sub Plan|2235-02-104-2-04|Schedule Caste Sub Plan|V|Data|Object-Head|16.92|36.00|36.00|37.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy|423|Tribal Sub Plan|2235-02-104-2-04|Tribal Sub Plan|V|Data|Object-Head|6.94|16.00|16.00|17.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||04|Senior Citizen Policy||||HOA Total :|V|Total|Detailed-Head|620.02|465.00|465.00|460.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||06|Financial Assistance to Special Schools for Physically Challenaged run by NGO's|||2235-02-104-2-06|Financial Assistance to Special Schools for Physically Challenaged run by NGO's|V|Header|Detailed-Head||||
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||06|Financial Assistance to Special Schools for Physically Challenaged run by NGO's|103|Grants-in-Aid -General|2235-02-104-2-06|Grants-in-Aid -General|V|Data|Object-Head|8102.77|6800.00|6700.00|
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||06|Financial Assistance to Special Schools for Physically Challenaged run by NGO's|422|Schedule Caste Sub Plan|2235-02-104-2-06|Schedule Caste Sub Plan|V|Data|Object-Head|1071.67|1200.00|1200.00|
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||06|Financial Assistance to Special Schools for Physically Challenaged run by NGO's|423|Tribal Sub Plan|2235-02-104-2-06|Tribal Sub Plan|V|Data|Object-Head|628.77|800.00|800.00|
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||06|Financial Assistance to Special Schools for Physically Challenaged run by NGO's||||HOA Total :|V|Total|Detailed-Head|9803.21|8800.00|8700.00|0.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||07|Dhanashree|||2235-02-104-2-07|Dhanashree|V|Header|Detailed-Head||||
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||07|Dhanashree|059|Other Expenses|2235-02-104-2-07|Other Expenses|V|Data|Object-Head|200.00|300.00|300.00|450.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||2||07|Dhanashree||||HOA Total :|V|Total|Detailed-Head|200.00|300.00|300.00|450.00
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||3||01|CSS-Central Share-National Action Plan for Senior Citizens|||2235-02-104-3-01|CSS-Central Share-National Action Plan for Senior Citizens|V|Header|Detailed-Head||||
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||3||01|CSS-Central Share-National Action Plan for Senior Citizens|059|Other Expenses|2235-02-104-3-01|Other Expenses|V|Data|Object-Head|152.27|||
84|05|11|2235|Social Security and Welfare|02|Social Welfare|104||3||01|CSS-Central Share-National Action Plan for Senior Citizens||||HOA Total :|V|Total|Detailed-Head|152.27|0.00|0.00|0.00
