18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|||||||||4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|V|Header|Major-Head||||
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|||||||||4225-01|Welfare of Scheduled Castes|V|Header|Sub-Major-Head||||
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001||0||01|Capital Expenses-Directorate of Civil Rights Enforcement|||4225-01-001-0-01|Capital Expenses-Directorate of Civil Rights Enforcement|V|Header|Detailed-Head||||
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001||0||01|Capital Expenses-Directorate of Civil Rights Enforcement|053|Purchase of Furniture and Fixture for Office|4225-01-001-0-01|Purchase of Furniture and Fixture for Office|V|Data|Object-Head||10.00|10.00|33.00
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001||0||01|Capital Expenses-Directorate of Civil Rights Enforcement|132|Other Capital Expenses|4225-01-001-0-01|Other Capital Expenses|V|Data|Object-Head||25.00|25.00|1.00
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001||0||01|Capital Expenses-Directorate of Civil Rights Enforcement|180|Machinery and Equipments|4225-01-001-0-01|Machinery and Equipments|V|Data|Object-Head||25.00|25.00|30.00
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001||0||01|Capital Expenses-Directorate of Civil Rights Enforcement|200|Maintenance Expenditure|4225-01-001-0-01|Maintenance Expenditure|V|Data|Object-Head||||40.00
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001||0||01|Capital Expenses-Directorate of Civil Rights Enforcement|||||HOA Total :|V|Total|Detailed-Head|0.00|60.00|60.00|104.00
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|190||0||05|Babu Jagjivan Ram Leather Industries Development Corporation|||4225-01-190-0-05|Babu Jagjivan Ram Leather Industries Development Corporation|V|Header|Detailed-Head||||
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|190||0||05|Babu Jagjivan Ram Leather Industries Development Corporation|211|Investment|4225-01-190-0-05|Investment|V|Data|Object-Head|3500.00|4375.00|4375.00|4812.50
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|190||0||05|Babu Jagjivan Ram Leather Industries Development Corporation|||||HOA Total :|V|Total|Detailed-Head|3500.00|4375.00|4375.00|4812.50
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|190||0||06|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|||4225-01-190-0-06|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|V|Header|Detailed-Head||||
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|190||0||06|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|059|Other Expenses|4225-01-190-0-06|Other Expenses|V|Data|Object-Head|891.55|||
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|190||0||06|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|132|Other Capital Expenses|4225-01-190-0-06|Other Capital Expenses|V|Data|Object-Head||448.98|448.98|186.55
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|190||0||06|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|||||HOA Total :|V|Total|Detailed-Head|891.55|448.98|448.98|186.55
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|277||2|CSS-Central Share-Babu Jagajivan Ram Chhatrawas Yojane|01|Purchase/Construction of Buildings|||4225-01-277-2-01|Purchase/Construction of Buildings|V|Header|Detailed-Head||||
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|277||2|CSS-Central Share-Babu Jagajivan Ram Chhatrawas Yojane|01|Purchase/Construction of Buildings|386|Purchase/Construction of Buildings|4225-01-277-2-01|Purchase/Construction of Buildings|V|Data|Object-Head|112.50|1463.00|1463.00|1350.00
18|05|10|4225|Capital Outlay on Welfare of Scheduled Castes,Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|277||2|CSS-Central Share-Babu Jagajivan Ram Chhatrawas Yojane|01|Purchase/Construction of Buildings|||||HOA Total :|V|Total|Detailed-Head|112.50|1463.00|1463.00|1350.00
