56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|413|Belagavi|2225-04-196-1-02|Belagavi|V|Data|Object-Head||||19.44
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|414|Vijayapura|2225-04-196-1-02|Vijayapura|V|Data|Object-Head||||34.88
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|415|Dharwad|2225-04-196-1-02|Dharwad|V|Data|Object-Head||||21.50
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|416|Uttara Kannada|2225-04-196-1-02|Uttara Kannada|V|Data|Object-Head||||42.13
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|417|Kalaburagi|2225-04-196-1-02|Kalaburagi|V|Data|Object-Head||||45.21
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|418|Ballari|2225-04-196-1-02|Ballari|V|Data|Object-Head||||31.15
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|419|Bidar|2225-04-196-1-02|Bidar|V|Data|Object-Head||||52.61
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|420|Raichur|2225-04-196-1-02|Raichur|V|Data|Object-Head||||34.50
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|421|Yadgiri|2225-04-196-1-02|Yadgiri|V|Data|Object-Head||||38.60
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|451|Davanagere|2225-04-196-1-02|Davanagere|V|Data|Object-Head||||26.42
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|452|Bengaluru South|2225-04-196-1-02|Bengaluru South|V|Data|Object-Head||||21.96
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|453|Chikkaballapura|2225-04-196-1-02|Chikkaballapura|V|Data|Object-Head||||26.08
56|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|196||1||02|Incentive and Stipends to Minorities|456|Chamarajanagar|2225-04-196-1-02|Chamarajanagar|V|Data|Object-Head||||15.08
