66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|||2235-02-001-0-05|Directorate for Disabled|V|Header|Detailed-Head||||
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|002|Basic Pay|2235-02-001-0-05|Basic Pay|V|Data|Object-Head|61.84|142.00|142.00|142.00
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|003|Basic Pay-Staff|2235-02-001-0-05|Basic Pay-Staff|V|Data|Object-Head|74.40|||
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|004|Interim Relief|2235-02-001-0-05|Interim Relief|V|Data|Object-Head|7.97|||
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|011|Dearness Allowance|2235-02-001-0-05|Dearness Allowance|V|Data|Object-Head|29.95|32.00|32.00|36.00
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|014|Other Allowance|2235-02-001-0-05|Other Allowance|V|Data|Object-Head|29.66|33.00|33.00|32.00
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|020|Medical Allowance|2235-02-001-0-05|Medical Allowance|V|Data|Object-Head|0.56|||
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|021|Reimbursement of Medical Expenses|2235-02-001-0-05|Reimbursement of Medical Expenses|V|Data|Object-Head|1.97|9.00|9.00|9.00
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|034|Contract/Outsource|2235-02-001-0-05|Contract/Outsource|V|Data|Object-Head|28.32|28.51|28.51|31.72
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|041|Travel Expenses|2235-02-001-0-05|Travel Expenses|V|Data|Object-Head|1.63|2.00|2.00|2.00
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|050|Office Expenses|2235-02-001-0-05|Office Expenses|V|Data|Object-Head|9.39|7.00|7.00|7.00
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|051|General Expenses|2235-02-001-0-05|General Expenses|V|Data|Object-Head|26.18|15.00|15.00|15.00
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|052|Telephone Charges|2235-02-001-0-05|Telephone Charges|V|Data|Object-Head|0.85|||
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|071|Building Expenses|2235-02-001-0-05|Building Expenses|V|Data|Object-Head|5.54|6.00|6.00|6.00
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|195|Transport Expenses|2235-02-001-0-05|Transport Expenses|V|Data|Object-Head|8.82|12.20|12.20|15.77
66|05|11|2235|Social Security and Welfare|02||001||0||05|Directorate for Disabled|||||HOA Total :|V|Total|Detailed-Head|287.08|286.71|286.71|296.49
66|05|11|2235|Social Security and Welfare|02||001||0||06|Womens Development Corporation - Establishment and Administration|||2235-02-001-0-06|Womens Development Corporation - Establishment and Administration|V|Header|Detailed-Head||||
66|05|11|2235|Social Security and Welfare|02||001||0||06|Womens Development Corporation - Establishment and Administration|101|Grants-in-Aid-Salaries|2235-02-001-0-06|Grants-in-Aid-Salaries|V|Data|Object-Head|515.27|572.11|572.11|552.25
66|05|11|2235|Social Security and Welfare|02||001||0||06|Womens Development Corporation - Establishment and Administration|103|Grants-in-Aid -General|2235-02-001-0-06|Grants-in-Aid -General|V|Data|Object-Head|1.00|100.00|100.00|200.00
66|05|11|2235|Social Security and Welfare|02||001||0||06|Womens Development Corporation - Establishment and Administration|115|GIA Contract /Outsource|2235-02-001-0-06|GIA Contract /Outsource|V|Data|Object-Head|51.47|73.60|73.60|78.15
66|05|11|2235|Social Security and Welfare|02||001||0||06|Womens Development Corporation - Establishment and Administration|||||HOA Total :|V|Total|Detailed-Head|567.74|745.71|745.71|830.40
66|05|11|2235|Social Security and Welfare|02||001||0||10|Interest Subsidy for Women through KSFC|||2235-02-001-0-10|Interest Subsidy for Women through KSFC|V|Header|Detailed-Head||||
66|05|11|2235|Social Security and Welfare|02||001||0||10|Interest Subsidy for Women through KSFC|106|Subsidies|2235-02-001-0-10|Subsidies|V|Data|Object-Head|5500.00||||
66|05|11|2235|Social Security and Welfare|02||001||0||10|Interest Subsidy for Women through KSFC|||||HOA Total :|V|Total|Detailed-Head|5500.00|0.00|0.00|0.00
