125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|5|Acquisition of Land on behalf of Other Acquiring Bodies-Bangalore Division|01|Acquisition of Land on behalf of Other Acquiring Bodies-Bangalore Division|050|Office Expenses|2053-00-094-5-01|Office Expenses|V|Data|Object-Head||1.00|1.00|1.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|5|Acquisition of Land on behalf of Other Acquiring Bodies-Bangalore Division|01|Acquisition of Land on behalf of Other Acquiring Bodies-Bangalore Division|051|General Expenses|2053-00-094-5-01|General Expenses|V|Data|Object-Head||1.00|1.00|1.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|5|Acquisition of Land on behalf of Other Acquiring Bodies-Bangalore Division|01|Acquisition of Land on behalf of Other Acquiring Bodies-Bangalore Division|||2053-00-094-5-01|HOA Total :|V|Total|Detailed-Head|150.01|192.00|192.00|189.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|||2053-00-094-7-01|Taluka Officers - Establishment|V|Header|Detailed-Head||||
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|002|Basic Pay|2053-00-094-7-01|Basic Pay|V|Data|Object-Head|2416.43|36838.00|36838.00|37740.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|003|Basic Pay-Staff|2053-00-094-7-01|Basic Pay-Staff|V|Data|Object-Head|27730.35||||
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|004|Interim Relief|2053-00-094-7-01|Interim Relief|V|Data|Object-Head|1722.89||||
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|011|Dearness Allowance|2053-00-094-7-01|Dearness Allowance|V|Data|Object-Head|6585.32|8105.00|8105.00|9435.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|014|Other Allowance|2053-00-094-7-01|Other Allowance|V|Data|Object-Head|2993.58|4012.00|4012.00|3813.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|020|Medical Allowance|2053-00-094-7-01|Medical Allowance|V|Data|Object-Head|231.63||||
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|021|Reimbursement of Medical Expenses|2053-00-094-7-01|Reimbursement of Medical Expenses|V|Data|Object-Head|208.24|414.00|414.00|413.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|033|Daily-wages|2053-00-094-7-01|Daily-wages|V|Data|Object-Head|1.76|4.00|4.00|4.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|034|Contract/Outsource|2053-00-094-7-01|Contract/Outsource|V|Data|Object-Head|1024.29|1254.35|1254.35|1300.21
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|041|Travel Expenses|2053-00-094-7-01|Travel Expenses|V|Data|Object-Head|16.59|50.00|50.00|20.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|050|Office Expenses|2053-00-094-7-01|Office Expenses|V|Data|Object-Head|385.19|800.00|800.00|800.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|051|General Expenses|2053-00-094-7-01|General Expenses|V|Data|Object-Head|589.25|500.00|500.00|500.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|052|Telephone Charges|2053-00-094-7-01|Telephone Charges|V|Data|Object-Head|23.20||||
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|053|Purchase of Furniture and Fixture for Office|2053-00-094-7-01|Purchase of Furniture and Fixture for Office|V|Data|Object-Head|187.86||||
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|071|Building Expenses|2053-00-094-7-01|Building Expenses|V|Data|Object-Head|515.37|550.00|550.00|500.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|180|Machinery and Equipments|2053-00-094-7-01|Machinery and Equipments|V|Data|Object-Head|185.28||||
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|195|Transport Expenses|2053-00-094-7-01|Transport Expenses|V|Data|Object-Head|618.24|583.76|583.76|655.45
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|200|Maintenance Expenditure|2053-00-094-7-01|Maintenance Expenditure|V|Data|Object-Head|833.96|700.00|700.00|700.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|251|Pension & Retirement Benefits|2053-00-094-7-01|Pension & Retirement Benefits|V|Data|Object-Head|8.10|50.00|50.00|20.00
125|05|14|2053|District Administration|00||094|Assistant Commissioners - Establishment|7|Taluka Officers - Establishment|01|Taluka Officers - Establishment|||2053-00-094-7-01|HOA Total :|V|Total|Detailed-Head|46277.53|53861.11|53861.11|55900.66
