47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||00|Deduct Recoveries of Over Payment|||2225-03-911-0-00|Deduct Recoveries of Over Payment|V|Header|Detailed-Head||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||00|Deduct Recoveries of Over Payment|364|Deduct - Recoveries|2225-03-911-0-00|Deduct - Recoveries|V|Data|Object-Head|-12.23||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||00|Deduct Recoveries of Over Payment|||2225-03-911-0-00|HOA Total :|V|Total|Detailed-Head|-12.23|0.00|0.00|0.00
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||01|Deduct Recovery of Over Payments of Current Year|||2225-03-911-0-01|Deduct Recovery of Over Payments of Current Year|V|Header|Detailed-Head||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2225-03-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-7.40||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||01|Deduct Recovery of Over Payments of Current Year|||2225-03-911-0-01|HOA Total :|V|Total|Detailed-Head|-7.40|0.00|0.00|0.00
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||02|Deduct Recovery of Over Payments of Current Year|||2225-03-911-0-02|Deduct Recovery of Over Payments of Current Year|V|Header|Detailed-Head||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||02|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2225-03-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-226.99||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||02|Deduct Recovery of Over Payments of Current Year|||2225-03-911-0-02|HOA Total :|V|Total|Detailed-Head|-226.99|0.00|0.00|0.00
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||03|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|||2225-03-911-0-03|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|V|Header|Detailed-Head||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||03|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|364|Deduct - Recoveries|2225-03-911-0-03|Deduct - Recoveries|V|Data|Object-Head|-1.45||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||03|SAKALA-Recovery of Compensatory Cost under the Karnataka Guarantee of Services Act|||2225-03-911-0-03|HOA Total :|V|Total|Detailed-Head|-1.45|0.00|0.00|0.00
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||04|Deduct Recovery of Over Payment of Previous years-ZP|||2225-03-911-0-04|Deduct Recovery of Over Payment of Previous years-ZP|V|Header|Detailed-Head||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||04|Deduct Recovery of Over Payment of Previous years-ZP|261|Inter Account Transfers|2225-03-911-0-04|Inter Account Transfers|V|Data|Object-Head||-9616.29|-9616.29|-18440.88
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||04|Deduct Recovery of Over Payment of Previous years-ZP|364|Deduct - Recoveries|2225-03-911-0-04|Deduct - Recoveries|V|Data|Object-Head|-0.52||||
47|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|03|Welfare of Backward Classes|911|Deduct Recoveries of Overpayments|0||04|Deduct Recovery of Over Payment of Previous years-ZP|||2225-03-911-0-04|HOA Total :|V|Total|Detailed-Head|-0.52|-9616.29|-9616.29|-18440.88
