103|05|13|2408|Food, Storage and Ware Housing|01|Food|001||0||09|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|||2408-01-001-0-09|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|V|Header|Detailed-Head||||
103|05|13|2408|Food, Storage and Ware Housing|01|Food|001||0||09|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|422|Schedule Caste Sub Plan|2408-01-001-0-09|Schedule Caste Sub Plan|V|Data|Object-Head|133.75|290.69|290.69|0.04
103|05|13|2408|Food, Storage and Ware Housing|01|Food|001||0||09|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|423|Tribal Sub Plan|2408-01-001-0-09|Tribal Sub Plan|V|Data|Object-Head|31.78|63.51|63.51|0.01
103|05|13|2408|Food, Storage and Ware Housing|01|Food|001||0||09|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013||||HOA Total :|V|Total|Detailed-Head|165.53|354.20|354.20|0.05
103|05|13|2408|Food, Storage and Ware Housing|01|Food|001||0||50|Vacant Post Provision|||2408-01-001-0-50|Vacant Post Provision|V|Header|Detailed-Head||||
103|05|13|2408|Food, Storage and Ware Housing|01|Food|001||0||50|Vacant Post Provision|014|Other Allowance|2408-01-001-0-50|Other Allowance|V|Data|Object-Head||2399.42|2399.42|2947.42
103|05|13|2408|Food, Storage and Ware Housing|01|Food|001||0||50|Vacant Post Provision||||HOA Total :|V|Total|Detailed-Head|0.00|2399.42|2399.42|2947.42
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||05|CSS-Central Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|||2408-01-101-0-05|CSS-Central Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|V|Header|Detailed-Head||||
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||05|CSS-Central Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|106|Subsidies|2408-01-101-0-05|Subsidies|V|Data|Object-Head|8504.00||6761.73|
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||05|CSS-Central Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|422|Schedule Caste Sub Plan|2408-01-101-0-05|Schedule Caste Sub Plan|V|Data|Object-Head|1929.00||9826.86|
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||05|CSS-Central Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|423|Tribal Sub Plan|2408-01-101-0-05|Tribal Sub Plan|V|Data|Object-Head|785.00||3265.57|
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||05|CSS-Central Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA||||HOA Total :|V|Total|Detailed-Head|11218.00|0.00|19854.16|0.00
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||06|CSS-State Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|||2408-01-101-0-06|CSS-State Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|V|Header|Detailed-Head||||
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||06|CSS-State Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|106|Subsidies|2408-01-101-0-06|Subsidies|V|Data|Object-Head|8504.00||22285.03|
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||06|CSS-State Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|422|Schedule Caste Sub Plan|2408-01-101-0-06|Schedule Caste Sub Plan|V|Data|Object-Head|1929.00||4890.28|
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||06|CSS-State Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA|423|Tribal Sub Plan|2408-01-101-0-06|Tribal Sub Plan|V|Data|Object-Head|785.00||1256.50|
103|05|13|2408|Food, Storage and Ware Housing|01|Food|101||0||06|CSS-State Share-Assistance to Intra State movement of foodgrains and FPS dealers margin under NFSA||||HOA Total :|V|Total|Detailed-Head|11218.00|0.00|28431.81|0.00
