165|5|23|2230|Labour,Employment and Skill Development|02||001||0||04|Karnataka Skill Development Authority|||2230-02-001-0-04|Karnataka Skill Development Authority|V|Header|Detailed-Head||||
165|5|23|2230|Labour,Employment and Skill Development|02||001||0||04|Karnataka Skill Development Authority|101|Grants-in-Aid-Salaries|2230-02-001-0-04|Grants-in-Aid-Salaries|V|Data|Object-Head||1.00|30.00|26.27
165|5|23|2230|Labour,Employment and Skill Development|02||001||0||04|Karnataka Skill Development Authority|103|Grants-in-Aid -General|2230-02-001-0-04|Grants-in-Aid -General|V|Data|Object-Head||100.00|191.00|674.80
165|5|23|2230|Labour,Employment and Skill Development|02||001||0||04|Karnataka Skill Development Authority|115|GIA Contract /Outsource|2230-02-001-0-04|GIA Contract /Outsource|V|Data|Object-Head||||74.04
165|5|23|2230|Labour,Employment and Skill Development|02||001||0||04|Karnataka Skill Development Authority|||2230-02-001-0-04|HOA Total :|V|Total|Detailed-Head|0.00|101.00|221.00|775.11
165|5|23|2230|Labour,Employment and Skill Development|02||001||0||50|Vacant Post Provision|||2230-02-001-0-50|Vacant Post Provision|V|Header|Detailed-Head||||
165|5|23|2230|Labour,Employment and Skill Development|02||001||0||50|Vacant Post Provision|014|Other Allowance|2230-02-001-0-50|Other Allowance|V|Data|Object-Head||44251.33|39946.91|52688.33
165|5|23|2230|Labour,Employment and Skill Development|02||001||0||50|Vacant Post Provision|||2230-02-001-0-50|HOA Total :|V|Total|Detailed-Head|0.00|44251.33|39946.91|52688.33
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|||2230-02-101-0-09|Skill Devlopment Mission|V|Header|Detailed-Head||||
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|002|Basic Pay|2230-02-101-0-09|Basic Pay|V|Data|Object-Head|221.13|505.00|505.00|537.00
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|003|Basic Pay-Staff|2230-02-101-0-09|Basic Pay-Staff|V|Data|Object-Head|156.15||||
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|004|Interim Relief|2230-02-101-0-09|Interim Relief|V|Data|Object-Head|22.74||||
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|011|Dearness Allowance|2230-02-101-0-09|Dearness Allowance|V|Data|Object-Head|91.06|119.00|119.00|149.00
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|014|Other Allowance|2230-02-101-0-09|Other Allowance|V|Data|Object-Head|58.14|68.00|68.00|76.00
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|015|Subsidiary Expenses|2230-02-101-0-09|Subsidiary Expenses|V|Data|Object-Head|||2077.95|2501.46
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|020|Medical Allowance|2230-02-101-0-09|Medical Allowance|V|Data|Object-Head|1.00||||
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|021|Reimbursement of Medical Expenses|2230-02-101-0-09|Reimbursement of Medical Expenses|V|Data|Object-Head||15.00|15.00|15.00
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|034|Contract/Outsource|2230-02-101-0-09|Contract/Outsource|V|Data|Object-Head|570.53|421.95|541.95|435.81
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|035|Salary of Board/Corp.Staff working in State Government|2230-02-101-0-09|Salary of Board/Corp.Staff working in State Government|V|Data|Object-Head|553.64|633.72|633.72|427.35
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|041|Travel Expenses|2230-02-101-0-09|Travel Expenses|V|Data|Object-Head|2.23|3.00|3.00|7.00
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|050|Office Expenses|2230-02-101-0-09|Office Expenses|V|Data|Object-Head|3.98|10.00|28.75|38.00
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|051|General Expenses|2230-02-101-0-09|General Expenses|V|Data|Object-Head|3.33|1.00|2151.00|3000.00
165|5|23|2230|Labour,Employment and Skill Development|02||101||0||09|Skill Devlopment Mission|052|Telephone Charges|2230-02-101-0-09|Telephone Charges|V|Data|Object-Head|3.90||||
