94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||09|Deduct -Refund of salary grants from SNA Bank Account-ICPS|||2235-02-911-0-09|Deduct -Refund of salary grants from SNA Bank Account-ICPS|V|Header|Detailed-Head||||
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||09|Deduct -Refund of salary grants from SNA Bank Account-ICPS|366|Refund from SNA bank account|2235-02-911-0-09|Refund from SNA bank account|V|Data|Object-Head|-1587.49|-3174.95|-3174.95|
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||09|Deduct -Refund of salary grants from SNA Bank Account-ICPS|||2235-02-911-0-09|HOA Total :|V|Total|Detailed-Head|-1587.49|-3174.95|-3174.95|0.00
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||11|Deduct -Refund of salary grants from SNA Bank Account-ICDS(204 Projects)|||2235-02-911-0-11|Deduct -Refund of salary grants from SNA Bank Account-ICDS(204 Projects)|V|Header|Detailed-Head||||
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||11|Deduct -Refund of salary grants from SNA Bank Account-ICDS(204 Projects)|366|Refund from SNA bank account|2235-02-911-0-11|Refund from SNA bank account|V|Data|Object-Head|-7112.45||||
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||11|Deduct -Refund of salary grants from SNA Bank Account-ICDS(204 Projects)|||2235-02-911-0-11|HOA Total :|V|Total|Detailed-Head|-7112.45|0.00|0.00|0.00
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||12|Deduct -Refund of Honorarium grants from SNA Bank Account-ICDS(204 Projects)|||2235-02-911-0-12|Deduct -Refund of Honorarium grants from SNA Bank Account-ICDS(204 Projects)|V|Header|Detailed-Head||||
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||12|Deduct -Refund of Honorarium grants from SNA Bank Account-ICDS(204 Projects)|366|Refund from SNA bank account|2235-02-911-0-12|Refund from SNA bank account|V|Data|Object-Head|-34598.38|-51893.00|-51893.00|-52973.00
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||12|Deduct -Refund of Honorarium grants from SNA Bank Account-ICDS(204 Projects)|||2235-02-911-0-12|HOA Total :|V|Total|Detailed-Head|-34598.38|-51893.00|-51893.00|-52973.00
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||13|Deduct- Refund of grants from SNA Account-Disability Pension Scheme|||2235-02-911-0-13|Deduct- Refund of grants from SNA Account-Disability Pension Scheme|V|Header|Detailed-Head||||
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||13|Deduct- Refund of grants from SNA Account-Disability Pension Scheme|366|Refund from SNA bank account|2235-02-911-0-13|Refund from SNA bank account|V|Data|Object-Head|-415.52||||
94|05|11|2235|Social Security and Welfare|02|Social Welfare|911|Deduct Recoveries of Over Payments|0||13|Deduct- Refund of grants from SNA Account-Disability Pension Scheme|||2235-02-911-0-13|HOA Total :|V|Total|Detailed-Head|-415.52|0.00|0.00|0.00
