164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|||2230-02-001-0-03|Commissioner for Employment and Training|V|Header|Detailed-Head||||
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|002|Basic Pay|2230-02-001-0-03|Basic Pay|V|Data|Object-Head|1914.90|23878.00|27450.30|23454.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|003|Basic Pay-Staff|2230-02-001-0-03|Basic Pay-Staff|V|Data|Object-Head|17960.79||||
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|004|Interim Relief|2230-02-001-0-03|Interim Relief|V|Data|Object-Head|1126.01||||
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|011|Dearness Allowance|2230-02-001-0-03|Dearness Allowance|V|Data|Object-Head|4373.18|5261.00|5261.00|5872.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|014|Other Allowance|2230-02-001-0-03|Other Allowance|V|Data|Object-Head|2361.67|2931.00|3543.12|2769.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|015|Subsidiary Expenses|2230-02-001-0-03|Subsidiary Expenses|V|Data|Object-Head|1020.05|800.00|1287.00|955.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|020|Medical Allowance|2230-02-001-0-03|Medical Allowance|V|Data|Object-Head|108.48||||
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|021|Reimbursement of Medical Expenses|2230-02-001-0-03|Reimbursement of Medical Expenses|V|Data|Object-Head|69.35|192.00|192.00|188.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|034|Contract/Outsource|2230-02-001-0-03|Contract/Outsource|V|Data|Object-Head|606.65|828.73|1009.98|860.31
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|037|Payment on Service Contract|2230-02-001-0-03|Payment on Service Contract|V|Data|Object-Head|||101.00|200.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|041|Travel Expenses|2230-02-001-0-03|Travel Expenses|V|Data|Object-Head|68.08|70.00|70.00|90.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|050|Office Expenses|2230-02-001-0-03|Office Expenses|V|Data|Object-Head|23.90|50.00|50.00|75.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|051|General Expenses|2230-02-001-0-03|General Expenses|V|Data|Object-Head|192.55|100.00|100.00|104.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|052|Telephone Charges|2230-02-001-0-03|Telephone Charges|V|Data|Object-Head|30.51||||
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|053|Purchase of Furniture and Fixture for Office|2230-02-001-0-03|Purchase of Furniture and Fixture for Office|V|Data|Object-Head|1.94||||
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|071|Building Expenses|2230-02-001-0-03|Building Expenses|V|Data|Object-Head|881.64|800.00|800.00|825.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|117|Scholarships & Incentives|2230-02-001-0-03|Scholarships & Incentives|V|Data|Object-Head||2.00|2.00|1.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|140|Minor Works|2230-02-001-0-03|Minor Works|V|Data|Object-Head||||10.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|177|IT Expenditure|2230-02-001-0-03|IT Expenditure|V|Data|Object-Head|||156.35|1.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|195|Transport Expenses|2230-02-001-0-03|Transport Expenses|V|Data|Object-Head|51.27|85.95|85.95|185.14
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|200|Maintenance Expenditure|2230-02-001-0-03|Maintenance Expenditure|V|Data|Object-Head|24.94|20.00|20.00|15.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|221|Materials and Supplies|2230-02-001-0-03|Materials and Supplies|V|Data|Object-Head|145.10|100.00|100.00|125.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|433|Examination Expenses|2230-02-001-0-03|Examination Expenses|V|Data|Object-Head|143.16|60.00|60.00|100.00
164|5|23|2230|Labour,Employment and Skill Development|02||001||0||03|Commissioner for Employment and Training|||2230-02-001-0-03|HOA Total :|V|Total|Detailed-Head|31104.17|35178.68|40288.70|35829.45
