60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||09|Maintenance of Moulana Azad Schools|041|Travel Expenses|2225-04-277-0-09|Travel Expenses|V|Data|Object-Head|14.74|30.00|30.00|
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||09|Maintenance of Moulana Azad Schools|050|Office Expenses|2225-04-277-0-09|Office Expenses|V|Data|Object-Head||25.00|25.00|
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||09|Maintenance of Moulana Azad Schools|052|Telephone Charges|2225-04-277-0-09|Telephone Charges|V|Data|Object-Head|12.39|||
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||09|Maintenance of Moulana Azad Schools|059|Other Expenses|2225-04-277-0-09|Other Expenses|V|Data|Object-Head|4656.14|4371.00|4371.00|
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||09|Maintenance of Moulana Azad Schools|071|Building Expenses|2225-04-277-0-09|Building Expenses|V|Data|Object-Head|177.51|500.00|500.00|1100.00
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||09|Maintenance of Moulana Azad Schools|200|Maintenance Expenditure|2225-04-277-0-09|Maintenance Expenditure|V|Data|Object-Head||||1250.00
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||09|Maintenance of Moulana Azad Schools|221|Materials and Supplies|2225-04-277-0-09|Materials and Supplies|V|Data|Object-Head|249.87|300.00|300.00|1850.00
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||09|Maintenance of Moulana Azad Schools|||||HOA Total :|V|Total|Detailed-Head|10832.15|12622.58|12622.58|15067.50
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||10|Minorities Residential Schools|||2225-04-277-0-10|Minorities Residential Schools|V|Header|Detailed-Head||||
60|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|04|Welfare of Minorities|277|Education|0||10|Minorities Residential Schools|002|Basic Pay|2225-04-277-0-10|Basic Pay|V|Data|Object-Head|2094.27|10569.00|10569.00|10728.00
