162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||00|Deduct Recoveries of Over Payment|||2230-03-911-0-00|Deduct Recoveries of Over Payment||Header|Detailed-Head||||
162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||00|Deduct Recoveries of Over Payment|364|Deduct - Recoveries|2230-03-911-0-00|Deduct - Recoveries||Data|Object-Head|-0.14||||
162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||00|Deduct Recoveries of Over Payment|||2230-03-911-0-00|HOA Total :||Total|Detailed-Head|-0.14|0.00|0.00|0.00
162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||01|Deduct Recovery of Over Payments of Current Year|||2230-03-911-0-01|Deduct Recovery of Over Payments of Current Year||Header|Detailed-Head||||
162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2230-03-911-0-01|Deduct - Recoveries||Data|Object-Head|-0.76||||
162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||01|Deduct Recovery of Over Payments of Current Year|||2230-03-911-0-01|HOA Total :||Total|Detailed-Head|-0.76|0.00|0.00|0.00
162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||05|Deduct Recovery of Over Payment of Previous Years-TP|||2230-03-911-0-05|Deduct Recovery of Over Payment of Previous Years-TP||Header|Detailed-Head||||
162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||05|Deduct Recovery of Over Payment of Previous Years-TP|261|Inter Account Transfers|2230-03-911-0-05|Inter Account Transfers||Data|Object-Head||-34.56|-34.56|-113.29
162|Volume 5|23|2230|Labour,Employment and Skill Development|03||911||0||05|Deduct Recovery of Over Payment of Previous Years-TP|||2230-03-911-0-05|HOA Total :||Total|Detailed-Head|0.00|-34.56|-34.56|-113.29
162|Volume 5|23|2230|Labour,Employment and Skill Development|03|||||||||2230|2230 - Total :||Total|Major-Head|11368.72|34430.77|34378.68|39222.07
