Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||18|State Highway Development Project|||5054-03-337-0-18|State Highway Development Project||Header|Detailed-Head||||
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||18|State Highway Development Project|132|Other Capital Expenses|5054-03-337-0-18|Other Capital Expenses||Data|Object-Head||||75000.00
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||18|State Highway Development Project|154|Improvements|5054-03-337-0-18|Improvements||Data|Object-Head|143400.00|70000.00|70000.00|
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||18|State Highway Development Project|||||HOA Total :|Total|Detailed-Head|143400.00|70000.00|70000.00|75000.00
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||19|KSHIP-IV: Karnataka State Highway Improvement Project-EAP|||5054-03-337-0-19|KSHIP-IV: Karnataka State Highway Improvement Project-EAP||Header|Detailed-Head||||
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||19|KSHIP-IV: Karnataka State Highway Improvement Project-EAP|172|Roads|5054-03-337-0-19|Roads||Data|Object-Head||7500.00|7500.00|15000.00
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||19|KSHIP-IV: Karnataka State Highway Improvement Project-EAP|||||HOA Total :|Total|Detailed-Head|0.00|7500.00|7500.00|15000.00
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||84|Karnataka State Highway Improvement Project (KSHIP)-II -WB and ADB|||5054-03-337-0-84|Karnataka State Highway Improvement Project (KSHIP)-II -WB and ADB||Header|Detailed-Head||||
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||84|Karnataka State Highway Improvement Project (KSHIP)-II -WB and ADB|172|Roads|5054-03-337-0-84|Roads||Data|Object-Head|51649.86|31800.00|31800.00|71500.00
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||84|Karnataka State Highway Improvement Project (KSHIP)-II -WB and ADB|||||HOA Total :|Total|Detailed-Head|51649.86|31800.00|31800.00|71500.00
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||86|Karnataka State Higways Improvement Project KSHIP -III (ADB 2nd Loan) - EAP (IND-3619)|||5054-03-337-0-86|Karnataka State Higways Improvement Project KSHIP -III (ADB 2nd Loan) - EAP (IND-3619)||Header|Detailed-Head||||
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||86|Karnataka State Higways Improvement Project KSHIP -III (ADB 2nd Loan) - EAP (IND-3619)|172|Roads|5054-03-337-0-86|Roads||Data|Object-Head|45236.82|50000.00|50000.00|30000.00
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||86|Karnataka State Higways Improvement Project KSHIP -III (ADB 2nd Loan) - EAP (IND-3619)|||||HOA Total :|Total|Detailed-Head|45236.82|50000.00|50000.00|30000.00
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||90|Deduct-Receipt and Recoveries on Capital Account|||5054-03-337-0-90|Deduct-Receipt and Recoveries on Capital Account||Header|Detailed-Head||||
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||90|Deduct-Receipt and Recoveries on Capital Account|364|Deduct - Recoveries|5054-03-337-0-90|Deduct - Recoveries||Data|Object-Head|-930.79|||
18|07|20|5054|Capital Outlay on Roads & Bridges|03||337|Road Works|0||90|Deduct-Receipt and Recoveries on Capital Account|||||HOA Total :|Total|Detailed-Head|-930.79|0.00|0.00|0.00
18|07|20|5054|Capital Outlay on Roads & Bridges|04||337|Road Works|0||01|District Roads|||5054-04-337-0-01|District Roads||Header|Detailed-Head||||
18|07|20|5054|Capital Outlay on Roads & Bridges|04||337|Road Works|0||01|District Roads|132|Other Capital Expenses|5054-04-337-0-01|Other Capital Expenses||Data|Object-Head||||106000.00
