73|02|17|2202|General Education|80|General|196|Assistance to Zilla Panchayats/District Level Panchayats|1|Government Primary Schools|02|Printing and Supply of Forms, Registers to Primary and Secondary Schools|462|Gadag|2202-80-196-1-02|Gadag|V|Data|Object-Head|37.00|40.00|40.00|56.00
73|02|17|2202|General Education|80|General|196|Assistance to Zilla Panchayats/District Level Panchayats|1|Government Primary Schools|02|Printing and Supply of Forms, Registers to Primary and Secondary Schools|463|Haveri|2202-80-196-1-02|Haveri|V|Data|Object-Head|21.00|25.00|25.00|36.00
73|02|17|2202|General Education|80|General|196|Assistance to Zilla Panchayats/District Level Panchayats|1|Government Primary Schools|02|Printing and Supply of Forms, Registers to Primary and Secondary Schools|466|Koppal|2202-80-196-1-02|Koppal|V|Data|Object-Head|18.00|20.00|20.00|31.00
73|02|17|2202|General Education|80|General|196|Assistance to Zilla Panchayats/District Level Panchayats|1|Government Primary Schools|02|Printing and Supply of Forms, Registers to Primary and Secondary Schools|467|Vijayanagara|2202-80-196-1-02|Vijayanagara|V|Data|Object-Head|72.00|72.00|72.00|86.00
73|02|17|2202|General Education|80|General|196|Assistance to Zilla Panchayats/District Level Panchayats|1|Government Primary Schools|02|Printing and Supply of Forms, Registers to Primary and Secondary Schools|||2202-80-196-1-02|HOA Total:|V|Total|Detailed-Head|1667.48|1711.48|1711.48|2000.00
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||00|Deduct Recoveries of Over Payments|||2202-80-911-0-00|Deduct Recoveries of Over Payments|V|Header|Detailed-Head||||
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||00|Deduct Recoveries of Over Payments|364|Deduct - Recoveries|2202-80-911-0-00|Deduct - Recoveries|V|Data|Object-Head|-0.06||||
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||00|Deduct Recoveries of Over Payments|||2202-80-911-0-00|HOA Total:|V|Total|Detailed-Head|-0.06|0.00|0.00|0.00
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||02|Deduct Recoveries of Overpayment of Previous Years|||2202-80-911-0-02|Deduct Recoveries of Overpayment of Previous Years|V|Header|Detailed-Head||||
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||02|Deduct Recoveries of Overpayment of Previous Years|364|Deduct - Recoveries|2202-80-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-0.02||||
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||02|Deduct Recoveries of Overpayment of Previous Years|||2202-80-911-0-02|HOA Total:|V|Total|Detailed-Head|-0.02|0.00|0.00|0.00
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||03|Deduct Recovery of Overpayments of Previous Years-ZP|||2202-80-911-0-03|Deduct Recovery of Overpayments of Previous Years-ZP|V|Header|Detailed-Head||||
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||03|Deduct Recovery of Overpayments of Previous Years-ZP|364|Deduct - Recoveries|2202-80-911-0-03|Deduct - Recoveries|V|Data|Object-Head|-3.61||||
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||03|Deduct Recovery of Overpayments of Previous Years-ZP|||2202-80-911-0-03|HOA Total:|V|Total|Detailed-Head|-3.61|0.00|0.00|0.00
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||04|Deduct Recovery of Over Payment of Previous years-ZP|||2202-80-911-0-04|Deduct Recovery of Over Payment of Previous years-ZP|V|Header|Detailed-Head||||
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||04|Deduct Recovery of Over Payment of Previous years-ZP|261|Inter Account Transfers|2202-80-911-0-04|Inter Account Transfers|V|Data|Object-Head||-246.30|-246.30|-301.24
73|02|17|2202|General Education|80|General|911|Deduct Recoveries of Over Payments|0||04|Deduct Recovery of Over Payment of Previous years-ZP|||2202-80-911-0-04|HOA Total:|V|Total|Detailed-Head|0.00|-246.30|-246.30|-301.24
73|02|17|2202|General Education|80|General|||||||||2202|2202 - Total:|V|Total|Major-Head|2733136.53|3314760.35|3162555.87|3552729.50
