18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|406|Tumakuru|2204-00-196-1-02|Tumakuru|V|Data|Object-Head||||153.04
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|407|Mysuru|2204-00-196-1-02|Mysuru|V|Data|Object-Head||||178.90
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|408|Chikkamagaluru|2204-00-196-1-02|Chikkamagaluru|V|Data|Object-Head||||165.32
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|409|Dakshina Kannada|2204-00-196-1-02|Dakshina Kannada|V|Data|Object-Head||||174.95
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|410|Hassan|2204-00-196-1-02|Hassan|V|Data|Object-Head||||124.76
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|411|Kodagu|2204-00-196-1-02|Kodagu|V|Data|Object-Head||||88.42
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|412|Mandya|2204-00-196-1-02|Mandya|V|Data|Object-Head||||133.32
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|413|Belagavi|2204-00-196-1-02|Belagavi|V|Data|Object-Head||||243.76
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|414|Vijayapura|2204-00-196-1-02|Vijayapura|V|Data|Object-Head||||224.18
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|415|Dharwad|2204-00-196-1-02|Dharwad|V|Data|Object-Head||||496.11
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|416|Uttara Kannada|2204-00-196-1-02|Uttara Kannada|V|Data|Object-Head||||157.29
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|417|Kalaburagi|2204-00-196-1-02|Kalaburagi|V|Data|Object-Head||||176.64
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|418|Ballari|2204-00-196-1-02|Ballari|V|Data|Object-Head||||202.71
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|419|Bidar|2204-00-196-1-02|Bidar|V|Data|Object-Head||||119.76
18|02|12|2204|Sports and Youth Services|00||196|Grants to District Youth Service Establishments|1|Grants to District Youth Service Establishments|02|Financial Assistance to Sports Persons, Organisation of Sports Meet and Rallies and Maintenance of Stadium|420|Raichur|2204-00-196-1-02|Raichur|V|Data|Object-Head||||134.90
