20|02|12|3053|Civil Aviation|80||||||||||3053|Civil Aviation|V|Header|Major-Head||||
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|||3053-80-003-0-01|Govt Flying School|V|Header|Detailed-Head||||
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|002|Basic Pay|3053-80-003-0-01|Basic Pay|V|Data|Object-Head||30.00|38.11|43.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|003|Basic Pay-Staff|3053-80-003-0-01|Basic Pay-Staff|V|Data|Object-Head|23.97|||
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|004|Interim Relief|3053-80-003-0-01|Interim Relief|V|Data|Object-Head|1.22|||
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|011|Dearness Allowance|3053-80-003-0-01|Dearness Allowance|V|Data|Object-Head|4.82|7.00|7.00|11.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|014|Other Allowance|3053-80-003-0-01|Other Allowance|V|Data|Object-Head|5.33|8.00|8.00|10.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|015|Subsidiary Expenses|3053-80-003-0-01|Subsidiary Expenses|V|Data|Object-Head||1.00|1.00|1.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|020|Medical Allowance|3053-80-003-0-01|Medical Allowance|V|Data|Object-Head|0.18|||
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|021|Reimbursement of Medical Expenses|3053-80-003-0-01|Reimbursement of Medical Expenses|V|Data|Object-Head|1.39|3.00|3.00|3.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|034|Contract/Outsource|3053-80-003-0-01|Contract/Outsource|V|Data|Object-Head|124.06|143.10|143.10|197.15
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|050|Office Expenses|3053-80-003-0-01|Office Expenses|V|Data|Object-Head||1.00|1.00|1.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|051|General Expenses|3053-80-003-0-01|General Expenses|V|Data|Object-Head|5.86|15.00|15.00|15.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|052|Telephone Charges|3053-80-003-0-01|Telephone Charges|V|Data|Object-Head|0.21|||
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|071|Building Expenses|3053-80-003-0-01|Building Expenses|V|Data|Object-Head|0.26|4.00|4.00|4.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|180|Machinery and Equipments|3053-80-003-0-01|Machinery and Equipments|V|Data|Object-Head|49.76|||
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|195|Transport Expenses|3053-80-003-0-01|Transport Expenses|V|Data|Object-Head|6.09|58.07|58.07|56.95
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|200|Maintenance Expenditure|3053-80-003-0-01|Maintenance Expenditure|V|Data|Object-Head|304.64|400.00|400.00|400.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School|221|Materials and Supplies|3053-80-003-0-01|Materials and Supplies|V|Data|Object-Head|1.75|5.00|5.00|5.00
20|02|12|3053|Civil Aviation|80||003||0||01|Govt Flying School||||ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|529.54|675.17|683.28|747.10
20|02|12|3053|Civil Aviation|80||||||||||3053|3053 - ಜುಮ್ಲಾ Total :|V|Total|Major-Head|529.54|675.17|683.28|747.10
