41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||11|CSS-Central Share-Rashtriya Ucchatar Shiksha Abhiyana (Capital works)|||4202-01-203-1-11|CSS-Central Share-Rashtriya Ucchatar Shiksha Abhiyana (Capital works)||Header|Detailed-Head||||
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||11|CSS-Central Share-Rashtriya Ucchatar Shiksha Abhiyana (Capital works)|132|Other Capital Expenses|4202-01-203-1-11|Other Capital Expenses||Data|Object-Head||1.00|1.00|1.00
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||11|CSS-Central Share-Rashtriya Ucchatar Shiksha Abhiyana (Capital works)||||ಜುಮ್ಲಾ HOA Total :||Total|Detailed-Head|0.00|1.00|1.00|1.00
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||13|CSS-State Share-Rashtriya Ucchatar Shiksha Abhiyana (Capital works)|||4202-01-203-1-13|CSS-State Share-Rashtriya Ucchatar Shiksha Abhiyana (Capital works)||Header|Detailed-Head||||
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||13|CSS-State Share-Rashtriya Ucchatar Shiksha Abhiyana (Capital works)|132|Other Capital Expenses|4202-01-203-1-13|Other Capital Expenses||Data|Object-Head||1.00|1.00|1.00
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||13|CSS-State Share-Rashtriya Ucchatar Shiksha Abhiyana (Capital works)||||ಜುಮ್ಲಾ HOA Total :||Total|Detailed-Head|0.00|1.00|1.00|1.00
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||90|Deduct-Receipt and Recoveries from Capital Account|||4202-01-203-1-90|Deduct-Receipt and Recoveries from Capital Account||Header|Detailed-Head||||
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||90|Deduct-Receipt and Recoveries from Capital Account|364|Deduct - Recoveries|4202-01-203-1-90|Deduct - Recoveries||Data|Object-Head|-0.11||||
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|1||90|Deduct-Receipt and Recoveries from Capital Account||||ಜುಮ್ಲಾ HOA Total :||Total|Detailed-Head|-0.11|0.00|0.00|0.00
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|2||01|Equipment in Degree Colleges|||4202-01-203-2-01|Equipment in Degree Colleges||Header|Detailed-Head||||
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|2||01|Equipment in Degree Colleges|180|Machinery and Equipments|4202-01-203-2-01|Machinery and Equipments||Data|Object-Head|380.00|417.00|417.00|701.00
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|2||01|Equipment in Degree Colleges|422|Schedule Caste Sub Plan|4202-01-203-2-01|Schedule Caste Sub Plan||Data|Object-Head|85.00|94.00|94.00|
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|2||01|Equipment in Degree Colleges|423|Tribal Sub Plan|4202-01-203-2-01|Tribal Sub Plan||Data|Object-Head|35.00|39.00|39.00|
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|01|General Education|203|University and Higher Education|2||01|Equipment in Degree Colleges||||ಜುಮ್ಲಾ HOA Total :||Total|Detailed-Head|500.00|550.00|550.00|701.00
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|02|Technical Education|104|Polytechnics|1||01|Construction of Polytechnics|||4202-02-104-1-01|Construction of Polytechnics||Header|Detailed-Head||||
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|02|Technical Education|104|Polytechnics|1||01|Construction of Polytechnics|132|Other Capital Expenses|4202-02-104-1-01|Other Capital Expenses||Data|Object-Head||||7016.00
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|02|Technical Education|104|Polytechnics|1||01|Construction of Polytechnics|139|Major Works|4202-02-104-1-01|Major Works||Data|Object-Head|7559.21|3982.02|3982.02|
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|02|Technical Education|104|Polytechnics|1||01|Construction of Polytechnics|422|Schedule Caste Sub Plan|4202-02-104-1-01|Schedule Caste Sub Plan||Data|Object-Head|1837.77|723.42|723.42|1232.50
41|02|17|4202|Capital Outlay on Education, Sports, Art and Culture|02|Technical Education|104|Polytechnics|1||01|Construction of Polytechnics|423|Tribal Sub Plan|4202-02-104-1-01|Tribal Sub Plan||Data|Object-Head|762.92|294.56|294.56|501.50
