109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||05|CSS-State Share-PM-JANMAN (Health)|||2210-03-796-0-05|CSS-State Share-PM-JANMAN (Health)|V|Header|Detailed-Head||||
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||05|CSS-State Share-PM-JANMAN (Health)|423|Tribal Sub Plan|2210-03-796-0-05|Tribal Sub Plan|V|Data|Object-Head|||180.67|1.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||05|||||2210-03-796-0-05|HOA Total :|V|Total|Detailed-Head|0.00|0.00|180.67|1.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||06|CSS-Central Share-Darti Aaba Janajatiya Grama Utkarsha Abiyan (DAJGUA) under NHM|||2210-03-796-0-06|CSS-Central Share-Darti Aaba Janajatiya Grama Utkarsha Abiyan (DAJGUA) under NHM|V|Header|Detailed-Head||||
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||06|CSS-Central Share-Darti Aaba Janajatiya Grama Utkarsha Abiyan (DAJGUA) under NHM|423|Tribal Sub Plan|2210-03-796-0-06|Tribal Sub Plan|V|Data|Object-Head|||1114.00|1.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||06|||||2210-03-796-0-06|HOA Total :|V|Total|Detailed-Head|0.00|0.00|1114.00|1.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||07|CSS-State Share-Darti Aaba Janajatiya Grama Utkarsha Abiyan (DAJGUA) under NHM|||2210-03-796-0-07|CSS-State Share-Darti Aaba Janajatiya Grama Utkarsha Abiyan (DAJGUA) under NHM|V|Header|Detailed-Head||||
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||07|CSS-State Share-Darti Aaba Janajatiya Grama Utkarsha Abiyan (DAJGUA) under NHM|423|Tribal Sub Plan|2210-03-796-0-07|Tribal Sub Plan|V|Data|Object-Head|||742.67|1.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||07|||||2210-03-796-0-07|HOA Total :|V|Total|Detailed-Head|0.00|0.00|742.67|1.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|800|Other Expenditure|0||18|CSS-Central Share-National Health Program|||2210-03-800-0-18|CSS-Central Share-National Health Program|V|Header|Detailed-Head||||
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|800|Other Expenditure|0||18|CSS-Central Share-National Health Program|059|Other Expenses|2210-03-800-0-18|Other Expenses|V|Data|Object-Head|57151.76|47920.00|47920.00|55920.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|800|Other Expenditure|0||18|CSS-Central Share-National Health Program|133|Regional Imbalance Redressal Program|2210-03-800-0-18|Regional Imbalance Redressal Program|V|Data|Object-Head|7869.99|8000.00|8000.00|
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|800|Other Expenditure|0||18|CSS-Central Share-National Health Program|422|Schedule Caste Sub Plan|2210-03-800-0-18|Schedule Caste Sub Plan|V|Data|Object-Head|16249.75|17080.00|17080.00|17080.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|800|Other Expenditure|0||18|CSS-Central Share-National Health Program|423|Tribal Sub Plan|2210-03-800-0-18|Tribal Sub Plan|V|Data|Object-Head|6666.50|7000.00|7000.00|7000.00
109|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|800|Other Expenditure|0||18|||||2210-03-800-0-18|HOA Total :|V|Total|Detailed-Head|87938.00|80000.00|80000.00|80000.00
