108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|195|Transport Expenses|2210-02-101-1-03|Transport Expenses|V|Data|Object-Head|124.46|159.28|159.28|75.84
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|200|Maintenance Expenditure|2210-02-101-1-03|Maintenance Expenditure|V|Data|Object-Head|309.80|300.00|300.00|300.00
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|221|Materials and Supplies|2210-02-101-1-03|Materials and Supplies|V|Data|Object-Head|84.87|792.00|792.00|800.00
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|222|Drugs and Chemicals|2210-02-101-1-03|Drugs and Chemicals|V|Data|Object-Head|302.63||||
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|230|Hospital Accessaries|2210-02-101-1-03|Hospital Accessaries|V|Data|Object-Head|56.34||||
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|234|Diet Expenses|2210-02-101-1-03|Diet Expenses|V|Data|Object-Head|88.74|104.00|104.00|120.00
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|251|Pension & Retirement Benefits|2210-02-101-1-03|Pension & Retirement Benefits|V|Data|Object-Head|10.78|4.32|4.32|3.36
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|422|Schedule Caste Sub Plan|2210-02-101-1-03|Schedule Caste Sub Plan|V|Data|Object-Head|336.59|370.00|370.00|370.00
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|03|Maintenance of AYUSH Offices, Colleges and Hospitals, Health, IEC and Training|423|Tribal Sub Plan|2210-02-101-1-03|Tribal Sub Plan|V|Data|Object-Head|150.47|174.00|174.00|174.00
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|101|Ayurveda|1||03|||||2210-02-101-1-03|HOA Total :|V|Total|Detailed-Head|19014.95|21789.24|21789.24|21091.02
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|911|Deduct Recoveries of Overpayment of Previous Years|0||01|Deduct Recovery of Over Payments of Current Year|||2210-02-911-0-01|Deduct Recovery of Over Payments of Current Year|V|Header|Detailed-Head||||
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|911|Deduct Recoveries of Overpayment of Previous Years|0||01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2210-02-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-2.93||||
108|02|22|2210|Medical and Public Health|02|Urban Health Services-Other systems of medicine|911|Deduct Recoveries of Overpayment of Previous Years|0||01|||||2210-02-911-0-01|HOA Total :|V|Total|Detailed-Head|-2.93|0.00|0.00|0.00
108|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|110|Hospitals and Dispensaries|0||08|Public Private Partnership Programme|||2210-03-110-0-08|Public Private Partnership Programme|V|Header|Detailed-Head||||
108|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|110|Hospitals and Dispensaries|0||08|Public Private Partnership Programme|059|Other Expenses|2210-03-110-0-08|Other Expenses|V|Data|Object-Head|2892.00|3533.28|3533.28|3152.00
108|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|110|Hospitals and Dispensaries|0||08|Public Private Partnership Programme|422|Schedule Caste Sub Plan|2210-03-110-0-08|Schedule Caste Sub Plan|V|Data|Object-Head|92.77|113.34|113.34|101.00
108|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|110|Hospitals and Dispensaries|0||08|Public Private Partnership Programme|423|Tribal Sub Plan|2210-03-110-0-08|Tribal Sub Plan|V|Data|Object-Head|43.70|53.38|53.38|47.00
108|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|110|Hospitals and Dispensaries|0||08|||||2210-03-110-0-08|HOA Total :|V|Total|Detailed-Head|3028.47|3700.00|3700.00|3300.00
108|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||04|CSS-Central Share-PM-JANMAN (Health)|||2210-03-796-0-04|CSS-Central Share-PM-JANMAN (Health)|V|Header|Detailed-Head||||
108|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||04|CSS-Central Share-PM-JANMAN (Health)|423|Tribal Sub Plan|2210-03-796-0-04|Tribal Sub Plan|V|Data|Object-Head|||271.00|1.00
108|02|22|2210|Medical and Public Health|03|Medical Education, Training and Research|796|Tribal Area Sub-Plan|0||04|||||2210-03-796-0-04|HOA Total :|V|Total|Detailed-Head|0.00|0.00|271.00|1.00
