27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||41|Raichur University|||2202-03-102-0-41|Raichur University|V|Header|Detailed-Head||||
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||41|Raichur University|101|Grants-in-Aid-Salaries|2202-03-102-0-41|Grants-in-Aid-Salaries|V|Data|Object-Head|123.45|223.68|341.79|404.89
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||41|Raichur University||||2202-03-102-0-41|ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|123.45|223.68|341.79|404.89
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||42|Mandya University|||2202-03-102-0-42|Mandya University|V|Header|Detailed-Head||||
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||42|Mandya University|101|Grants-in-Aid-Salaries|2202-03-102-0-42|Grants-in-Aid-Salaries|V|Data|Object-Head|34.80|68.43|68.43|70.27
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||42|Mandya University||||2202-03-102-0-42|ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|34.80|68.43|68.43|70.27
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||43|Maharani Cluster University|||2202-03-102-0-43|Maharani Cluster University|V|Header|Detailed-Head||||
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||43|Maharani Cluster University|101|Grants-in-Aid-Salaries|2202-03-102-0-43|Grants-in-Aid-Salaries|V|Data|Object-Head|236.72|140.83|741.53|161.20
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||43|Maharani Cluster University|103|Grants-in-Aid -General|2202-03-102-0-43|Grants-in-Aid -General|V|Data|Object-Head|50.00|||
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||43|Maharani Cluster University||||2202-03-102-0-43|ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|286.72|140.83|741.53|161.20
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||44|Nrupatunga University|||2202-03-102-0-44|Nrupatunga University|V|Header|Detailed-Head||||
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||44|Nrupatunga University|101|Grants-in-Aid-Salaries|2202-03-102-0-44|Grants-in-Aid-Salaries|V|Data|Object-Head|38.40|103.71|103.71|82.82
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||44|Nrupatunga University|103|Grants-in-Aid -General|2202-03-102-0-44|Grants-in-Aid -General|V|Data|Object-Head|50.00|||
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||44|Nrupatunga University||||2202-03-102-0-44|ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|88.40|103.71|103.71|82.82
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||45|Salary Grants to New Universities|||2202-03-102-0-45|Salary Grants to New Universities|V|Header|Detailed-Head||||
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||45|Salary Grants to New Universities|101|Grants-in-Aid-Salaries|2202-03-102-0-45|Grants-in-Aid-Salaries|V|Data|Object-Head|3381.99|3209.53|3619.84|912.93
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||45|Salary Grants to New Universities|118|Grants-in-Aid-Pensions|2202-03-102-0-45|Grants-in-Aid-Pensions|V|Data|Object-Head|||500.00|
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||45|Salary Grants to New Universities||||2202-03-102-0-45|ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|3381.99|3209.53|4119.84|912.93
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||52|Development Grants for Universities|||2202-03-102-0-52|Development Grants for Universities|V|Header|Detailed-Head||||
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||52|Development Grants for Universities|103|Grants-in-Aid -General|2202-03-102-0-52|Grants-in-Aid -General|V|Data|Object-Head|2350.00|850.00|950.00|850.00
27|02|17|2202|General Education|03|University and Higher Education|102|Assistance to Universities|0||52|Development Grants for Universities||||2202-03-102-0-52|ಜುಮ್ಲಾ HOA Total :|V|Total|Detailed-Head|2350.00|850.00|950.00|850.00
