49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|403|Chitradurga|2202-01-196-1-01|Chitradurga|V|Data|Object-Head|440.98|435.39|435.39|410.14
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|404|Kolar|2202-01-196-1-01|Kolar|V|Data|Object-Head|320.13|300.85|300.85|254.84
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|405|Shivamogga|2202-01-196-1-01|Shivamogga|V|Data|Object-Head|205.05|193.24|193.24|174.50
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|406|Tumakuru|2202-01-196-1-01|Tumakuru|V|Data|Object-Head|148.11|124.39|124.39|121.15
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|407|Mysuru|2202-01-196-1-01|Mysuru|V|Data|Object-Head|459.45|388.34|388.34|301.15
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|408|Chikkamagaluru|2202-01-196-1-01|Chikkamagaluru|V|Data|Object-Head|321.85|294.06|294.06|309.03
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|409|Dakshina Kannada|2202-01-196-1-01|Dakshina Kannada|V|Data|Object-Head|100.25|90.79|90.79|54.25
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|410|Hassan|2202-01-196-1-01|Hassan|V|Data|Object-Head|584.83|608.53|608.53|543.78
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|411|Kodagu|2202-01-196-1-01|Kodagu|V|Data|Object-Head|71.45|62.47|62.47|42.53
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|412|Mandya|2202-01-196-1-01|Mandya|V|Data|Object-Head|843.15|844.40|844.40|763.60
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|413|Belagavi|2202-01-196-1-01|Belagavi|V|Data|Object-Head|826.36|829.90|829.90|660.65
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|414|Vijayapura|2202-01-196-1-01|Vijayapura|V|Data|Object-Head|511.97|480.40|480.40|440.39
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|415|Dharwad|2202-01-196-1-01|Dharwad|V|Data|Object-Head|169.56|172.30|172.30|137.56
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|416|Uttara Kannada|2202-01-196-1-01|Uttara Kannada|V|Data|Object-Head|136.46|130.82|130.82|99.41
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|417|Kalaburagi|2202-01-196-1-01|Kalaburagi|V|Data|Object-Head|391.05|369.96|369.96|337.10
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|418|Ballari|2202-01-196-1-01|Ballari|V|Data|Object-Head|80.21|78.54|78.54|74.38
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|419|Bidar|2202-01-196-1-01|Bidar|V|Data|Object-Head|100.42|71.99|71.99|45.36
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|420|Raichur|2202-01-196-1-01|Raichur|V|Data|Object-Head|370.69|376.38|376.38|347.47
49|02|17|2202|General Education|01|General Education|196|Assistance to Zilla Parishads/District Level Panchayats|1||01|Grants to School Education|421|Yadgiri|2202-01-196-1-01|Yadgiri|V|Data|Object-Head|170.17|143.92|143.92|117.14
