9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|015|Subsidiary Expenses|3054-03-001-1-03|Subsidiary Expenses||Data|Object-Head|9.00|9.00|9.00|
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|020|Medical Allowance|3054-03-001-1-03|Medical Allowance||Data|Object-Head|0.49|||
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|021|Reimbursement of Medical Expenses|3054-03-001-1-03|Reimbursement of Medical Expenses||Data|Object-Head|6.86|12.00|12.00|15.00
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|034|Contract/Outsource|3054-03-001-1-03|Contract/Outsource||Data|Object-Head|18.15|29.64|29.64|
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|035|Salary of Board/Corp.Staff working in State Government|3054-03-001-1-03|Salary of Board/Corp.Staff working in State Government||Data|Object-Head|6.03|||
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|041|Travel Expenses|3054-03-001-1-03|Travel Expenses||Data|Object-Head|1.17|2.00|2.00|
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|050|Office Expenses|3054-03-001-1-03|Office Expenses||Data|Object-Head||1.00|1.00|
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|051|General Expenses|3054-03-001-1-03|General Expenses||Data|Object-Head|3.96|4.00|4.00|
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|052|Telephone Charges|3054-03-001-1-03|Telephone Charges||Data|Object-Head|0.29|||
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|071|Building Expenses|3054-03-001-1-03|Building Expenses||Data|Object-Head||1.00|1.00|
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|195|Transport Expenses|3054-03-001-1-03|Transport Expenses||Data|Object-Head|25.71|51.43|51.43|22.14
9|07|20|3054|Roads and Bridges|03|State Highways|001|Direction and Administration|1||03|Planning and Road Asset Management Center [PRAMC]|||||HOA Total :||Total|Detailed-Head|432.36|523.07|565.48|583.14
9|07|20|3054|Roads and Bridges|03|State Highways|102||0||01|Maintenance of State Highway Bridges|||3054-03-102-0-01|Maintenance of State Highway Bridges||Header|Detailed-Head||||
9|07|20|3054|Roads and Bridges|03|State Highways|102||0||01|Maintenance of State Highway Bridges|200|Maintenance Expenditure|3054-03-102-0-01|Maintenance Expenditure||Data|Object-Head|5499.59|6000.00|6000.00|6000.00
9|07|20|3054|Roads and Bridges|03|State Highways|102||0||01|Maintenance of State Highway Bridges|||||HOA Total :||Total|Detailed-Head|5499.59|6000.00|6000.00|6000.00
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||05|State Highway Maintenance|||3054-03-337-0-05|State Highway Maintenance||Header|Detailed-Head||||
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||05|State Highway Maintenance|200|Maintenance Expenditure|3054-03-337-0-05|Maintenance Expenditure||Data|Object-Head|39190.71|42000.00|42000.00|46000.00
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||05|State Highway Maintenance|||||HOA Total :||Total|Detailed-Head|39190.71|42000.00|42000.00|46000.00
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||08|Karnataka State Highway Improvement Project (KSHIP) - Establishment|||3054-03-337-0-08|Karnataka State Highway Improvement Project (KSHIP) - Establishment||Header|Detailed-Head||||
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||08|Karnataka State Highway Improvement Project (KSHIP) - Establishment|002|Basic Pay|3054-03-337-0-08|Basic Pay||Data|Object-Head|480.81|885.00|885.00|817.00
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||08|Karnataka State Highway Improvement Project (KSHIP) - Establishment|003|Basic Pay-Staff|3054-03-337-0-08|Basic Pay-Staff||Data|Object-Head|200.21|||
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||08|Karnataka State Highway Improvement Project (KSHIP) - Establishment|004|Interim Relief|3054-03-337-0-08|Interim Relief||Data|Object-Head|50.18|||
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||08|Karnataka State Highway Improvement Project (KSHIP) - Establishment|011|Dearness Allowance|3054-03-337-0-08|Dearness Allowance||Data|Object-Head|169.58|195.00|195.00|204.00
9|07|20|3054|Roads and Bridges|03|State Highways|337||0||08|Karnataka State Highway Improvement Project (KSHIP) - Establishment|014|Other Allowance|3054-03-337-0-08|Other Allowance||Data|Object-Head|145.70|179.00|179.00|163.00
