54|07|24|2801|Power|80|General|||||||||2801|Power|V|Header|Major-Head||||
54|07|24|2801|Power|80|General|001||0||01|Vacant Post Provision|||2801-80-001-0-01|Vacant Post Provision|V|Header|Detailed-Head||||
54|07|24|2801|Power|80|General|001||0||01|Vacant Post Provision|014|Other Allowance|2801-80-001-0-01|Other Allowance|V|Data|Object-Head||722.38|722.38|886.38
54|07|24|2801|Power|80|General|001||0||01|Vacant Post Provision||||HOA Total :|V|Total|Detailed-Head|0.00|722.38|722.38|886.38
54|07|24|2801|Power|80|General|101||1||04|Subsidy for Supply of free Power to Irrigation Pumpsets|||2801-80-101-1-04|Subsidy for Supply of free Power to Irrigation Pumpsets|V|Header|Detailed-Head||||
54|07|24|2801|Power|80|General|101||1||04|Subsidy for Supply of free Power to Irrigation Pumpsets|106|Subsidies|2801-80-101-1-04|Subsidies|V|Data|Object-Head|1512647.44|1361750.00|1361750.00|1668585.00
54|07|24|2801|Power|80|General|101||1||04|Subsidy for Supply of free Power to Irrigation Pumpsets|422|Schedule Caste Sub Plan|2801-80-101-1-04|Schedule Caste Sub Plan|V|Data|Object-Head|183771.00|192277.00|192277.00|210261.00
54|07|24|2801|Power|80|General|101||1||04|Subsidy for Supply of free Power to Irrigation Pumpsets|423|Tribal Sub Plan|2801-80-101-1-04|Tribal Sub Plan|V|Data|Object-Head|57945.00|48073.00|48073.00|50154.00
54|07|24|2801|Power|80|General|101||1||04|Subsidy for Supply of free Power to Irrigation Pumpsets||||HOA Total :|V|Total|Detailed-Head|1754363.44|1602100.00|1602100.00|1929000.00
54|07|24|2801|Power|80|General|101||1||16|Gruha Jyothi|||2801-80-101-1-16|Gruha Jyothi|V|Header|Detailed-Head||||
54|07|24|2801|Power|80|General|101||1||16|Gruha Jyothi|106|Subsidies|2801-80-101-1-16|Subsidies|V|Data|Object-Head|670545.00|747400.00|747400.00|798639.00
54|07|24|2801|Power|80|General|101||1||16|Gruha Jyothi|422|Schedule Caste Sub Plan|2801-80-101-1-16|Schedule Caste Sub Plan|V|Data|Object-Head|167890.00|181800.00|181800.00|190404.00
54|07|24|2801|Power|80|General|101||1||16|Gruha Jyothi|423|Tribal Sub Plan|2801-80-101-1-16|Tribal Sub Plan|V|Data|Object-Head|77331.00|80800.00|80800.00|68757.00
54|07|24|2801|Power|80|General|101||1||16|Gruha Jyothi||||HOA Total :|V|Total|Detailed-Head|915766.00|1010000.00|1010000.00|1057800.00
54|07|24|2801|Power|80|General|||||||||2801|2801 - Total :|V|Total|Major-Head|2670129.44|2612822.38|2612822.38|2987686.38
