28|07|21|2701|Medium Irrigation|80|General|190|Assistance to Public Sector and Other Undertakings|0||06|Assistance to Cauvery Neeravari Nigam Limited|240|Repayment of Borrowings|2701-80-190-0-06|Repayment of Borrowings|C|Data|Object-Head|20206.58|||
28|07|21|2701|Medium Irrigation|80|General|190|Assistance to Public Sector and Other Undertakings|0||06|Assistance to Cauvery Neeravari Nigam Limited|241|Interest Payments|2701-80-190-0-06|Interest Payments|C|Data|Object-Head||14087.32|14087.32|6676.16
28|07|21|2701|Medium Irrigation|80|General|190|Assistance to Public Sector and Other Undertakings|0||06|Assistance to Cauvery Neeravari Nigam Limited|||2701-80-190-0-06|HOA Total :|C|Total|Detailed-Head|22268.05|15946.75|15946.75|7386.01
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|||||||2701-80-911|Deduct Recoveries of Over Payments|V|Header|Minor-Head||||
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||00|Deduct Recoveries of Over Payments|||2701-80-911-0-00|Deduct Recoveries of Over Payments|V|Header|Detailed-Head||||
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||00|Deduct Recoveries of Over Payments|364|Deduct - Recoveries|2701-80-911-0-00|Deduct - Recoveries|V|Data|Object-Head|-3.77|||
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||00|Deduct Recoveries of Over Payments|||2701-80-911-0-00|HOA Total :|V|Total|Detailed-Head|-3.77|0.00|0.00|0.00
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||01|Deduct Recovery of Over Payments of Current Year|||2701-80-911-0-01|Deduct Recovery of Over Payments of Current Year|V|Header|Detailed-Head||||
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2701-80-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-4.26|||
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||01|Deduct Recovery of Over Payments of Current Year|||2701-80-911-0-01|HOA Total :|V|Total|Detailed-Head|-4.26|0.00|0.00|0.00
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||02|Deduct-Recovery of Overpayments|||2701-80-911-0-02|Deduct-Recovery of Overpayments|V|Header|Detailed-Head||||
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||02|Deduct-Recovery of Overpayments|364|Deduct - Recoveries|2701-80-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-0.03|||
28|07|21|2701|Medium Irrigation|80|General|911|Deduct Recoveries of Over Payments|0||02|Deduct-Recovery of Overpayments|||2701-80-911-0-02|HOA Total :|V|Total|Detailed-Head|-0.03|0.00|0.00|0.00
28|07|21|2701|Medium Irrigation|80|General|||||||||2701|2701 - Total :||Total|Major-Head|91912.17|82243.55|82135.13|59889.95
