58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|1||51|Assistance to ULBs-General|251|Pension & Retirement Benefits|3604-00-191-1-51|Pension & Retirement Benefits|V|Data|Object-Head|2305.00|2536.00|2536.00|2327.00
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|1||51|Assistance to ULBs-General|261|Inter Account Transfers|3604-00-191-1-51|Inter Account Transfers|V|Data|Object-Head||3120.84|3120.84|3642.50
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|1||51|Assistance to ULBs-General|||3604-00-191-1-51|HOA Total :|V|Total|Detailed-Head|130236.71|96488.75|96488.75|103818.17
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||01|Belagavi|||3604-00-191-2-01|Belagavi|V|Header|Detailed-Head||||
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||01|Belagavi|032|Devolution for Capital Assets|3604-00-191-2-01|Devolution for Capital Assets|V|Data|Object-Head|479.00|93.00|93.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||01|Belagavi|422|Schedule Caste Sub Plan|3604-00-191-2-01|Schedule Caste Sub Plan|V|Data|Object-Head|143.00|142.00|142.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||01|Belagavi|423|Tribal Sub Plan|3604-00-191-2-01|Tribal Sub Plan|V|Data|Object-Head|59.00|59.00|59.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||01|Belagavi|||3604-00-191-2-01|HOA Total :|V|Total|Detailed-Head|681.00|294.00|294.00|0.00
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||03|Vijayapura|||3604-00-191-2-03|Vijayapura|V|Header|Detailed-Head||||
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||03|Vijayapura|032|Devolution for Capital Assets|3604-00-191-2-03|Devolution for Capital Assets|V|Data|Object-Head|422.00|82.00|82.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||03|Vijayapura|422|Schedule Caste Sub Plan|3604-00-191-2-03|Schedule Caste Sub Plan|V|Data|Object-Head|126.00|126.00|126.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||03|Vijayapura|423|Tribal Sub Plan|3604-00-191-2-03|Tribal Sub Plan|V|Data|Object-Head|52.00|52.00|52.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||03|Vijayapura|||3604-00-191-2-03|HOA Total :|V|Total|Detailed-Head|600.00|260.00|260.00|0.00
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||05|Raichur|||3604-00-191-2-05|Raichur|V|Header|Detailed-Head||||
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||05|Raichur|032|Devolution for Capital Assets|3604-00-191-2-05|Devolution for Capital Assets|V|Data|Object-Head||64.00|64.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||05|Raichur|422|Schedule Caste Sub Plan|3604-00-191-2-05|Schedule Caste Sub Plan|V|Data|Object-Head||98.00|98.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||05|Raichur|423|Tribal Sub Plan|3604-00-191-2-05|Tribal Sub Plan|V|Data|Object-Head||41.00|41.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||05|Raichur|||3604-00-191-2-05|HOA Total :|V|Total|Detailed-Head|0.00|203.00|203.00|0.00
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||08|Dharwad|||3604-00-191-2-08|Dharwad|V|Header|Detailed-Head||||
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||08|Dharwad|032|Devolution for Capital Assets|3604-00-191-2-08|Devolution for Capital Assets|V|Data|Object-Head|1070.00|208.00|208.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||08|Dharwad|422|Schedule Caste Sub Plan|3604-00-191-2-08|Schedule Caste Sub Plan|V|Data|Object-Head|319.00|318.00|318.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||08|Dharwad|423|Tribal Sub Plan|3604-00-191-2-08|Tribal Sub Plan|V|Data|Object-Head|132.00|131.00|131.00|
58|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191|Assistance to Municipal Corporations|2||08|Dharwad|||3604-00-191-2-08|HOA Total :|V|Total|Detailed-Head|1521.00|657.00|657.00|0.00
