109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||24|XV FCG-Chamarajanagara|||3604-00-193-9-24|XV FCG-Chamarajanagara|V|Header|Detailed-Head||||
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||24|XV FCG-Chamarajanagara|103|Grants-in-Aid -General|3604-00-193-9-24|Grants-in-Aid -General|V|Data|Object-Head|182.52|128.00|128.00|
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||24|XV FCG-Chamarajanagara||||3604-00-193-9-24|HOA Total :|V|Total|Detailed-Head|182.52|128.00|128.00|0.00
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||25|XV FCG-Kalaburagi|||3604-00-193-9-25|XV FCG-Kalaburagi|V|Header|Detailed-Head||||
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||25|XV FCG-Kalaburagi|103|Grants-in-Aid -General|3604-00-193-9-25|Grants-in-Aid -General|V|Data|Object-Head|255.00|402.00|402.00|
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||25|XV FCG-Kalaburagi||||3604-00-193-9-25|HOA Total :|V|Total|Detailed-Head|255.00|402.00|402.00|0.00
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||26|XV FCG-Yadgir|||3604-00-193-9-26|XV FCG-Yadgir|V|Header|Detailed-Head||||
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||26|XV FCG-Yadgir|103|Grants-in-Aid -General|3604-00-193-9-26|Grants-in-Aid -General|V|Data|Object-Head|253.50|303.00|303.00|
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||26|XV FCG-Yadgir||||3604-00-193-9-26|HOA Total :|V|Total|Detailed-Head|253.50|303.00|303.00|0.00
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||27|XV FCG-Kolar|||3604-00-193-9-27|XV FCG-Kolar|V|Header|Detailed-Head||||
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||27|XV FCG-Kolar|103|Grants-in-Aid -General|3604-00-193-9-27|Grants-in-Aid -General|V|Data|Object-Head|92.50|201.00|201.00|
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||27|XV FCG-Kolar||||3604-00-193-9-27|HOA Total :|V|Total|Detailed-Head|92.50|201.00|201.00|0.00
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||28|XV FCG-Chikkaballapur|||3604-00-193-9-28|XV FCG-Chikkaballapur|V|Header|Detailed-Head||||
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||28|XV FCG-Chikkaballapur|103|Grants-in-Aid -General|3604-00-193-9-28|Grants-in-Aid -General|V|Data|Object-Head|32.50|67.00|67.00|
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||28|XV FCG-Chikkaballapur||||3604-00-193-9-28|HOA Total :|V|Total|Detailed-Head|32.50|67.00|67.00|0.00
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||29|XV FCG-Bengaluru Rural|||3604-00-193-9-29|XV FCG-Bengaluru Rural|V|Header|Detailed-Head||||
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||29|XV FCG-Bengaluru Rural|103|Grants-in-Aid -General|3604-00-193-9-29|Grants-in-Aid -General|V|Data|Object-Head||137.00|137.00|
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||29|XV FCG-Bengaluru Rural||||3604-00-193-9-29|HOA Total :|V|Total|Detailed-Head|0.00|137.00|137.00|0.00
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||30|XV FCG-Ramanagara|||3604-00-193-9-30|XV FCG-Ramanagara|V|Header|Detailed-Head||||
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||30|XV FCG-Ramanagara|103|Grants-in-Aid -General|3604-00-193-9-30|Grants-in-Aid -General|V|Data|Object-Head|96.92|212.00|212.00|
109|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||193|Assistance to Municipal Corporations|9||30|XV FCG-Ramanagara||||3604-00-193-9-30|HOA Total :|V|Total|Detailed-Head|96.92|212.00|212.00|0.00
