53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||||||||||3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|V|Header|Major-Head||||
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||||||||3604-00-191||V|Header|Minor-Head||||
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||||||3604-00-191-1||V|Header|Sub-Head||||
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi|||3604-00-191-1-01|Belagavi|V|Header|Detailed-Head||||
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi|008|ULB Salaries|3604-00-191-1-01|ULB Salaries|V|Data|Object-Head|2647.00|3890.00|3890.00|
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi|015|Subsidiary Expenses|3604-00-191-1-01|Subsidiary Expenses|V|Data|Object-Head||157.60|157.60|
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi|138|Electricity Charges of Street lights|3604-00-191-1-01|Electricity Charges of Street lights|V|Data|Object-Head|2413.00|1530.00|1530.00|
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi|200|Maintenance Expenditure|3604-00-191-1-01|Maintenance Expenditure|V|Data|Object-Head|3508.00|3603.00|3603.00|
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi|251|Pension & Retirement Benefits|3604-00-191-1-01|Pension & Retirement Benefits|V|Data|Object-Head|132.00|189.00|189.00|
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi|422|Schedule Caste Sub Plan|3604-00-191-1-01|Schedule Caste Sub Plan|V|Data|Object-Head||714.05|714.05|
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi|423|Tribal Sub Plan|3604-00-191-1-01|Tribal Sub Plan|V|Data|Object-Head||4.98|4.98|
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||01|Belagavi||||3604-00-191-1-01|HOA Total :|V|Total|Detailed-Head|8700.00|10088.63|10088.63|0.00
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||03|Vijayapura|||3604-00-191-1-03|Vijayapura|V|Header|Detailed-Head||||
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||03|Vijayapura|008|ULB Salaries|3604-00-191-1-03|ULB Salaries|V|Data|Object-Head|1641.00|2068.00|2068.00|
53|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||191||1||03|Vijayapura|015|Subsidiary Expenses|3604-00-191-1-03|Subsidiary Expenses|V|Data|Object-Head||273.84|273.84|
