85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||18|XV FCG-Bengaluru (Urban)|||3604-00-192-9-18|XV FCG-Bengaluru (Urban)|V|Header|Detailed-Head||||
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||18|XV FCG-Bengaluru (Urban)|103|Grants-in-Aid -General|3604-00-192-9-18|Grants-in-Aid -General|V|Data|Object-Head|1528.62|1725.00|1725.00|
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||18|XV FCG-Bengaluru (Urban)||||HOA Total :|V|Total|Detailed-Head|1528.62|1725.00|1725.00|0.00
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||19|XV FCG-Mandya|||3604-00-192-9-19|XV FCG-Mandya|V|Header|Detailed-Head||||
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||19|XV FCG-Mandya|103|Grants-in-Aid -General|3604-00-192-9-19|Grants-in-Aid -General|V|Data|Object-Head|1933.21|1380.00|1380.00|
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||19|XV FCG-Mandya||||HOA Total :|V|Total|Detailed-Head|1933.21|1380.00|1380.00|0.00
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||20|XV FCG-Hassan|||3604-00-192-9-20|XV FCG-Hassan|V|Header|Detailed-Head||||
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||20|XV FCG-Hassan|103|Grants-in-Aid -General|3604-00-192-9-20|Grants-in-Aid -General|V|Data|Object-Head|1772.98|1561.00|1561.00|
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||20|XV FCG-Hassan||||HOA Total :|V|Total|Detailed-Head|1772.98|1561.00|1561.00|0.00
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||21|XV FCG-Dakshina Kannada|||3604-00-192-9-21|XV FCG-Dakshina Kannada|V|Header|Detailed-Head||||
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||21|XV FCG-Dakshina Kannada|103|Grants-in-Aid -General|3604-00-192-9-21|Grants-in-Aid -General|V|Data|Object-Head|1449.84|1023.00|1023.00|
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||21|XV FCG-Dakshina Kannada||||HOA Total :|V|Total|Detailed-Head|1449.84|1023.00|1023.00|0.00
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||22|XV FCG-Kodagu|||3604-00-192-9-22|XV FCG-Kodagu|V|Header|Detailed-Head||||
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||22|XV FCG-Kodagu|103|Grants-in-Aid -General|3604-00-192-9-22|Grants-in-Aid -General|V|Data|Object-Head|468.43|358.00|358.00|
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||22|XV FCG-Kodagu||||HOA Total :|V|Total|Detailed-Head|468.43|358.00|358.00|0.00
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||23|XV FCG-Mysuru|||3604-00-192-9-23|XV FCG-Mysuru|V|Header|Detailed-Head||||
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||23|XV FCG-Mysuru|103|Grants-in-Aid -General|3604-00-192-9-23|Grants-in-Aid -General|V|Data|Object-Head|1907.08|1532.00|1532.00|
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||23|XV FCG-Mysuru||||HOA Total :|V|Total|Detailed-Head|1907.08|1532.00|1532.00|0.00
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||24|XV FCG-Chamarajanagara|||3604-00-192-9-24|XV FCG-Chamarajanagara|V|Header|Detailed-Head||||
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||24|XV FCG-Chamarajanagara|103|Grants-in-Aid -General|3604-00-192-9-24|Grants-in-Aid -General|V|Data|Object-Head|1412.56|997.00|997.00|
85|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192|Assistance to Municipalities/Town Committees|9||24|XV FCG-Chamarajanagara||||HOA Total :|V|Total|Detailed-Head|1412.56|997.00|997.00|0.00
