66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||08|Dharwad|423|Tribal Sub Plan|3604-00-192-1-08|Tribal Sub Plan|V|Data|Object-Head||0.26|0.26|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||08|Dharwad||||3604-00-192-1-08|HOA Total :|V|Total|Detailed-Head|839.00|1051.29|1051.29|0.00
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||09|Uttara Kannada|||3604-00-192-1-09|Uttara Kannada|V|Header|Detailed-Head||||
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||09|Uttara Kannada|008|ULB Salaries|3604-00-192-1-09|ULB Salaries|V|Data|Object-Head|1861.00|2615.00|2615.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||09|Uttara Kannada|015|Subsidiary Expenses|3604-00-192-1-09|Subsidiary Expenses|V|Data|Object-Head||17.76|17.76|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||09|Uttara Kannada|138|Electricity Charges of Street lights|3604-00-192-1-09|Electricity Charges of Street lights|V|Data|Object-Head|1332.00|1653.00|1653.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||09|Uttara Kannada|200|Maintenance Expenditure|3604-00-192-1-09|Maintenance Expenditure|V|Data|Object-Head|1097.00|1132.00|1132.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||09|Uttara Kannada|251|Pension & Retirement Benefits|3604-00-192-1-09|Pension & Retirement Benefits|V|Data|Object-Head|90.00|131.00|131.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||09|Uttara Kannada|422|Schedule Caste Sub Plan|3604-00-192-1-09|Schedule Caste Sub Plan|V|Data|Object-Head||97.30|97.30|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||09|Uttara Kannada||||3604-00-192-1-09|HOA Total :|V|Total|Detailed-Head|4380.00|5646.06|5646.06|0.00
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri|||3604-00-192-1-10|Haveri|V|Header|Detailed-Head||||
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri|008|ULB Salaries|3604-00-192-1-10|ULB Salaries|V|Data|Object-Head|2243.00|2505.00|2505.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri|015|Subsidiary Expenses|3604-00-192-1-10|Subsidiary Expenses|V|Data|Object-Head||7.44|7.44|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri|138|Electricity Charges of Street lights|3604-00-192-1-10|Electricity Charges of Street lights|V|Data|Object-Head|1068.00|765.00|765.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri|200|Maintenance Expenditure|3604-00-192-1-10|Maintenance Expenditure|V|Data|Object-Head|2069.00|2141.00|2141.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri|251|Pension & Retirement Benefits|3604-00-192-1-10|Pension & Retirement Benefits|V|Data|Object-Head|83.00|118.00|118.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri|422|Schedule Caste Sub Plan|3604-00-192-1-10|Schedule Caste Sub Plan|V|Data|Object-Head||387.98|387.98|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri|423|Tribal Sub Plan|3604-00-192-1-10|Tribal Sub Plan|V|Data|Object-Head||6.29|6.29|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||10|Haveri||||3604-00-192-1-10|HOA Total :|V|Total|Detailed-Head|5463.00|5930.71|5930.71|0.00
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||11|Ballari|||3604-00-192-1-11|Ballari|V|Header|Detailed-Head||||
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||11|Ballari|008|ULB Salaries|3604-00-192-1-11|ULB Salaries|V|Data|Object-Head|1304.00|1582.00|1582.00|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||11|Ballari|015|Subsidiary Expenses|3604-00-192-1-11|Subsidiary Expenses|V|Data|Object-Head||0.48|0.48|
66|04|19|3604|Compensation and Assignments to Local Bodies and Panchayat Raj Institutions|00||192||1||11|Ballari|138|Electricity Charges of Street lights|3604-00-192-1-11|Electricity Charges of Street lights|V|Data|Object-Head|644.00|856.00|856.00|
