44|06|26|3451|Secretariat- Economic Services|00||101|Planning Commission/Planning Board|4|Karnataka State Policy and Planning Commission|00|Karnataka State Policy and Planning Commission|015|Subsidiary Expenses|3451-00-101-4-00|Subsidiary Expenses|V|Data|Object-Head||1.00|1.00|1.00
44|06|26|3451|Secretariat- Economic Services|00||101|Planning Commission/Planning Board|4|Karnataka State Policy and Planning Commission|00|Karnataka State Policy and Planning Commission|034|Contract/Outsource|3451-00-101-4-00|Contract/Outsource|V|Data|Object-Head|64.72|40.82|40.82|59.78
44|06|26|3451|Secretariat- Economic Services|00||101|Planning Commission/Planning Board|4|Karnataka State Policy and Planning Commission|00|Karnataka State Policy and Planning Commission|041|Travel Expenses|3451-00-101-4-00|Travel Expenses|V|Data|Object-Head|1.36|5.00|5.00|20.00
44|06|26|3451|Secretariat- Economic Services|00||101|Planning Commission/Planning Board|4|Karnataka State Policy and Planning Commission|00|Karnataka State Policy and Planning Commission|050|Office Expenses|3451-00-101-4-00|Office Expenses|V|Data|Object-Head|1.86|6.00|6.00|8.00
44|06|26|3451|Secretariat- Economic Services|00||101|Planning Commission/Planning Board|4|Karnataka State Policy and Planning Commission|00|Karnataka State Policy and Planning Commission|051|General Expenses|3451-00-101-4-00|General Expenses|V|Data|Object-Head|4.81|100.00|100.00|285.00
44|06|26|3451|Secretariat- Economic Services|00||101|Planning Commission/Planning Board|4|Karnataka State Policy and Planning Commission|00|Karnataka State Policy and Planning Commission|071|Building Expenses|3451-00-101-4-00|Building Expenses|V|Data|Object-Head||10.00|10.00|1.00
44|06|26|3451|Secretariat- Economic Services|00||101|Planning Commission/Planning Board|4|Karnataka State Policy and Planning Commission|00|Karnataka State Policy and Planning Commission|195|Transport Expenses|3451-00-101-4-00|Transport Expenses|V|Data|Object-Head|5.13|23.14|23.14|5.21
44|06|26|3451|Secretariat- Economic Services|00||101|Planning Commission/Planning Board|4|Karnataka State Policy and Planning Commission|00|Karnataka State Policy and Planning Commission|||3451-00-101-4-00|HOA Total :|V|Total|Detailed-Head|80.36|215.96|242.76|457.65
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|||3451-00-196-1-01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|V|Header|Detailed-Head||||
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|401|Bengaluru (Urban)|3451-00-196-1-01|Bengaluru (Urban)|V|Data|Object-Head|118.07|134.42|134.42|158.13
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|402|Bengaluru (Rural)|3451-00-196-1-01|Bengaluru (Rural)|V|Data|Object-Head|96.63|119.84|119.84|112.61
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|403|Chitradurga|3451-00-196-1-01|Chitradurga|V|Data|Object-Head|161.42|189.02|189.02|238.51
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|404|Kolar|3451-00-196-1-01|Kolar|V|Data|Object-Head|46.60|79.61|79.61|73.41
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|405|Shivamogga|3451-00-196-1-01|Shivamogga|V|Data|Object-Head|111.01|163.97|163.97|176.12
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|406|Tumakuru|3451-00-196-1-01|Tumakuru|V|Data|Object-Head|184.63|218.37|218.37|211.37
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|407|Mysuru|3451-00-196-1-01|Mysuru|V|Data|Object-Head|101.22|140.98|140.98|112.28
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|408|Chikkamagaluru|3451-00-196-1-01|Chikkamagaluru|V|Data|Object-Head|111.49|109.32|109.32|123.69
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|409|Dakshina Kannada|3451-00-196-1-01|Dakshina Kannada|V|Data|Object-Head|73.12|86.44|86.44|84.85
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|410|Hassan|3451-00-196-1-01|Hassan|V|Data|Object-Head|117.71|164.29|164.29|179.04
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|411|Kodagu|3451-00-196-1-01|Kodagu|V|Data|Object-Head|43.39|45.05|45.05|71.38
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|412|Mandya|3451-00-196-1-01|Mandya|V|Data|Object-Head|168.40|210.44|210.44|245.71
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|413|Belagavi|3451-00-196-1-01|Belagavi|V|Data|Object-Head|75.49|81.54|81.54|107.14
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|414|Vijayapura|3451-00-196-1-01|Vijayapura|V|Data|Object-Head|163.68|181.91|181.91|229.58
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|415|Dharwad|3451-00-196-1-01|Dharwad|V|Data|Object-Head|148.43|161.91|161.91|201.41
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|416|Uttara Kannada|3451-00-196-1-01|Uttara Kannada|V|Data|Object-Head|73.23|80.76|80.76|85.97
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|417|Kalaburagi|3451-00-196-1-01|Kalaburagi|V|Data|Object-Head|230.20|271.45|271.45|232.76
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|418|Ballari|3451-00-196-1-01|Ballari|V|Data|Object-Head|106.85|141.64|141.64|147.36
44|06|26|3451|Secretariat- Economic Services|00||196||1||01|Grants to District Planning Committees, Audit Fee to AG and Publication Expenses|419|Bidar|3451-00-196-1-01|Bidar|V|Data|Object-Head|140.79|142.28|142.28|160.63
