31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|402|Bengaluru (Rural)|2851-00-196-2-02|Bengaluru (Rural)|V|Data|Object-Head||||125.33
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|403|Chitradurga|2851-00-196-2-02|Chitradurga|V|Data|Object-Head||||146.55
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|404|Kolar|2851-00-196-2-02|Kolar|V|Data|Object-Head||||141.53
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|405|Shivamogga|2851-00-196-2-02|Shivamogga|V|Data|Object-Head||||175.69
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|406|Tumakuru|2851-00-196-2-02|Tumakuru|V|Data|Object-Head||||170.23
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|407|Mysuru|2851-00-196-2-02|Mysuru|V|Data|Object-Head||||180.12
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|408|Chikkamagaluru|2851-00-196-2-02|Chikkamagaluru|V|Data|Object-Head||||123.64
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|409|Dakshina Kannada|2851-00-196-2-02|Dakshina Kannada|V|Data|Object-Head||||134.27
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|410|Hassan|2851-00-196-2-02|Hassan|V|Data|Object-Head||||152.66
31|06|18|2851|Village and Small Industries|00||196|Assistance to Zilla Panchayats|2|Grants to District Handloom and Textiles Development Establishments|02|Assistance to Handloom Industries|411|Kodagu|2851-00-196-2-02|Kodagu|V|Data|Object-Head||||117.53
