38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|||2217-80-001-1-06|Karavali Abhivrudhi Board||Header|Detailed-Head||||
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|001|Consolidated Salaries|2217-80-001-1-06|Consolidated Salaries||Data|Object-Head||84.00|84.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|002|Basic Pay|2217-80-001-1-06|Basic Pay||Data|Object-Head|22.50|28.00|28.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|004|Interim Relief|2217-80-001-1-06|Interim Relief||Data|Object-Head|2.28|||
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|011|Dearness Allowance|2217-80-001-1-06|Dearness Allowance||Data|Object-Head|6.58|7.00|7.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|014|Other Allowance|2217-80-001-1-06|Other Allowance||Data|Object-Head|3.73|5.00|5.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|021|Reimbursement of Medical Expenses|2217-80-001-1-06|Reimbursement of Medical Expenses||Data|Object-Head|3.76|3.00|3.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|034|Contract/Outsource|2217-80-001-1-06|Contract/Outsource||Data|Object-Head|35.12|40.01|40.01|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|041|Travel Expenses|2217-80-001-1-06|Travel Expenses||Data|Object-Head|0.65|5.00|5.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|050|Office Expenses|2217-80-001-1-06|Office Expenses||Data|Object-Head|1.00|2.00|2.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|051|General Expenses|2217-80-001-1-06|General Expenses||Data|Object-Head|13.80|15.00|15.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|052|Telephone Charges|2217-80-001-1-06|Telephone Charges||Data|Object-Head|0.33|||
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|071|Building Expenses|2217-80-001-1-06|Building Expenses||Data|Object-Head|4.62|5.00|5.00|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|101|Grants-in-Aid-Salaries|2217-80-001-1-06|Grants-in-Aid-Salaries||Data|Object-Head||||33.55
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|103|Grants-in-Aid -General|2217-80-001-1-06|Grants-in-Aid -General||Data|Object-Head||||123.80
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|115|GIA Contract /Outsource|2217-80-001-1-06|GIA Contract /Outsource||Data|Object-Head||||48.23
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board|195|Transport Expenses|2217-80-001-1-06|Transport Expenses||Data|Object-Head|3.13|8.94|8.94|
38|06|26|2217|Urban Development|80||001||1|Karavali Abhivrudhi Board|06|Karavali Abhivrudhi Board||||2217-80-001-1-06|HOA Total :||Total|Detailed-Head|97.50|202.95|202.95|205.58
38|06|26|2217|Urban Development|80||||||||||2217|2217 - Total :||Total|Major-Head|97.50|202.95|202.95|205.58
